Transporter,Transporter_Superfamily
2.A.19.2.6,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.2.7,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.2.8,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.2.9,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.3.1,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.3.2,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.3.3,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.3.4,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.3.5,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.4.1,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.4.10,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.4.11,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.4.12,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.4.13,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.4.14,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.4.15,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.4.16,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.4.2,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.4.3,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.4.4,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.4.5,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.4.6,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.4.7,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.4.8,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.4.9,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.5.1,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.5.2,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.5.3,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.5.4,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.6.1,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.7.1,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.7.2,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.8.1,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.8.2,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.9.1,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.19.9.2,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.2.1.1,Major Facilitator (MFS) Superfamily
2.A.2.1.2,Major Facilitator (MFS) Superfamily
2.A.2.1.3,Major Facilitator (MFS) Superfamily
2.A.2.2.1,Major Facilitator (MFS) Superfamily
2.A.2.2.2,Major Facilitator (MFS) Superfamily
2.A.2.2.3,Major Facilitator (MFS) Superfamily
2.A.2.3.1,Major Facilitator (MFS) Superfamily
2.A.2.3.10,Major Facilitator (MFS) Superfamily
2.A.2.3.11,Major Facilitator (MFS) Superfamily
2.A.2.3.12,Major Facilitator (MFS) Superfamily
2.A.2.3.13,Major Facilitator (MFS) Superfamily
2.A.2.3.14,Major Facilitator (MFS) Superfamily
2.A.2.3.15,Major Facilitator (MFS) Superfamily
2.A.2.3.16,Major Facilitator (MFS) Superfamily
2.A.2.3.17,Major Facilitator (MFS) Superfamily
2.A.2.3.2,Major Facilitator (MFS) Superfamily
2.A.2.3.3,Major Facilitator (MFS) Superfamily
2.A.2.3.4,Major Facilitator (MFS) Superfamily
2.A.2.3.5,Major Facilitator (MFS) Superfamily
2.A.2.3.6,Major Facilitator (MFS) Superfamily
2.A.2.3.7,Major Facilitator (MFS) Superfamily
2.A.2.3.8,Major Facilitator (MFS) Superfamily
2.A.2.3.9,Major Facilitator (MFS) Superfamily
2.A.2.4.1,Major Facilitator (MFS) Superfamily
2.A.2.4.10,Major Facilitator (MFS) Superfamily
2.A.2.4.11,Major Facilitator (MFS) Superfamily
2.A.2.4.12,Major Facilitator (MFS) Superfamily
2.A.2.4.13,Major Facilitator (MFS) Superfamily
2.A.2.4.14,Major Facilitator (MFS) Superfamily
2.A.2.4.15,Major Facilitator (MFS) Superfamily
2.A.2.4.2,Major Facilitator (MFS) Superfamily
2.A.2.4.3,Major Facilitator (MFS) Superfamily
2.A.2.4.4,Major Facilitator (MFS) Superfamily
2.A.2.4.5,Major Facilitator (MFS) Superfamily
2.A.2.4.6,Major Facilitator (MFS) Superfamily
2.A.2.4.7,Major Facilitator (MFS) Superfamily
2.A.2.4.8,Major Facilitator (MFS) Superfamily
2.A.2.4.9,Major Facilitator (MFS) Superfamily
2.A.2.5.1,Major Facilitator (MFS) Superfamily
2.A.2.5.2,Major Facilitator (MFS) Superfamily
2.A.2.6.1,Major Facilitator (MFS) Superfamily
2.A.2.6.2,Major Facilitator (MFS) Superfamily
2.A.2.6.3,Major Facilitator (MFS) Superfamily
2.A.2.7.1,Major Facilitator (MFS) Superfamily
2.A.2.7.2,Major Facilitator (MFS) Superfamily
2.A.2.7.3,Major Facilitator (MFS) Superfamily
2.A.21.1.1,APC Superfamily
2.A.21.2.1,APC Superfamily
2.A.21.2.2,APC Superfamily
2.A.21.2.3,APC Superfamily
2.A.21.2.4,APC Superfamily
2.A.21.2.5,APC Superfamily
2.A.21.2.6,APC Superfamily
2.A.21.2.7,APC Superfamily
2.A.21.3.1,APC Superfamily
2.A.21.3.10,APC Superfamily
2.A.21.3.11,APC Superfamily
2.A.21.3.12,APC Superfamily
2.A.21.3.13,APC Superfamily
2.A.21.3.14,APC Superfamily
2.A.21.3.15,APC Superfamily
2.A.21.3.16,APC Superfamily
2.A.21.3.17,APC Superfamily
2.A.21.3.18,APC Superfamily
2.A.21.3.19,APC Superfamily
2.A.21.3.2,APC Superfamily
2.A.21.3.20,APC Superfamily
2.A.21.3.21,APC Superfamily
2.A.21.3.22,APC Superfamily
2.A.21.3.23,APC Superfamily
2.A.21.3.24,APC Superfamily
2.A.21.3.25,APC Superfamily
2.A.21.3.3,APC Superfamily
2.A.21.3.4,APC Superfamily
2.A.21.3.5,APC Superfamily
2.A.21.3.6,APC Superfamily
2.A.21.3.7,APC Superfamily
2.A.21.3.8,APC Superfamily
2.A.21.3.9,APC Superfamily
2.A.21.4.1,APC Superfamily
2.A.21.4.2,APC Superfamily
2.A.21.5.1,APC Superfamily
2.A.21.5.2,APC Superfamily
2.A.21.5.3,APC Superfamily
2.A.21.5.4,APC Superfamily
2.A.21.5.5,APC Superfamily
2.A.21.5.6,APC Superfamily
2.A.21.5.7,APC Superfamily
2.A.21.5.8,APC Superfamily
2.A.21.6.1,APC Superfamily
2.A.21.6.2,APC Superfamily
2.A.21.6.3,APC Superfamily
2.A.21.6.4,APC Superfamily
2.A.21.6.5,APC Superfamily
2.A.21.6.6,APC Superfamily
2.A.21.7.1,APC Superfamily
2.A.21.7.2,APC Superfamily
2.A.21.7.3,APC Superfamily
2.A.21.7.4,APC Superfamily
2.A.21.7.5,APC Superfamily
2.A.21.8.1,APC Superfamily
2.A.21.8.2,APC Superfamily
2.A.21.8.3,APC Superfamily
2.A.21.9.1,APC Superfamily
2.A.21.9.2,APC Superfamily
2.A.22.1.1,APC Superfamily
2.A.22.1.10,APC Superfamily
2.A.22.1.11,APC Superfamily
2.A.22.1.12,APC Superfamily
2.A.22.1.2,APC Superfamily
2.A.22.1.3,APC Superfamily
2.A.22.1.4,APC Superfamily
2.A.22.1.5,APC Superfamily
2.A.22.1.6,APC Superfamily
2.A.22.1.7,APC Superfamily
2.A.22.1.8,APC Superfamily
2.A.22.1.9,APC Superfamily
2.A.22.2.1,APC Superfamily
2.A.22.2.10,APC Superfamily
2.A.22.2.11,APC Superfamily
2.A.22.2.12,APC Superfamily
2.A.22.2.13,APC Superfamily
2.A.22.2.2,APC Superfamily
2.A.22.2.3,APC Superfamily
2.A.22.2.4,APC Superfamily
2.A.22.2.5,APC Superfamily
2.A.22.2.6,APC Superfamily
2.A.22.2.7,APC Superfamily
2.A.22.2.8,APC Superfamily
2.A.22.2.9,APC Superfamily
2.A.22.3.1,APC Superfamily
2.A.22.3.10,APC Superfamily
2.A.22.3.11,APC Superfamily
2.A.22.3.12,APC Superfamily
2.A.22.3.2,APC Superfamily
2.A.22.3.3,APC Superfamily
2.A.22.3.4,APC Superfamily
2.A.22.3.5,APC Superfamily
2.A.22.3.6,APC Superfamily
2.A.22.3.7,APC Superfamily
2.A.22.3.8,APC Superfamily
2.A.22.3.9,APC Superfamily
2.A.22.4.1,APC Superfamily
2.A.22.4.2,APC Superfamily
2.A.22.4.3,APC Superfamily
2.A.22.5.1,APC Superfamily
2.A.22.5.2,APC Superfamily
2.A.22.5.3,APC Superfamily
2.A.22.5.4,APC Superfamily
2.A.22.5.5,APC Superfamily
2.A.22.6.1,APC Superfamily
2.A.22.6.10,APC Superfamily
2.A.22.6.11,APC Superfamily
2.A.22.6.2,APC Superfamily
2.A.22.6.3,APC Superfamily
2.A.22.6.4,APC Superfamily
2.A.22.6.5,APC Superfamily
2.A.22.6.6,APC Superfamily
2.A.22.6.7,APC Superfamily
2.A.22.6.8,APC Superfamily
2.A.22.6.9,APC Superfamily
2.A.22.7.1,APC Superfamily
2.A.25.1.1,APC Superfamily
2.A.25.1.10,APC Superfamily
2.A.25.1.2,APC Superfamily
2.A.25.1.3,APC Superfamily
2.A.25.1.4,APC Superfamily
2.A.25.1.5,APC Superfamily
2.A.25.1.6,APC Superfamily
2.A.25.1.7,APC Superfamily
2.A.25.1.8,APC Superfamily
2.A.25.1.9,APC Superfamily
2.A.26.1.1,APC Superfamily
2.A.26.1.10,APC Superfamily
2.A.26.1.2,APC Superfamily
2.A.26.1.3,APC Superfamily
2.A.26.1.4,APC Superfamily
2.A.26.1.5,APC Superfamily
2.A.26.1.6,APC Superfamily
2.A.26.1.7,APC Superfamily
2.A.26.1.8,APC Superfamily
2.A.26.1.9,APC Superfamily
2.A.27.1.1,CPA Superfamily
2.A.27.1.2,CPA Superfamily
2.A.27.1.3,CPA Superfamily
2.A.27.1.4,CPA Superfamily
2.A.27.1.5,CPA Superfamily
2.A.27.2.1,CPA Superfamily
2.A.27.2.2,CPA Superfamily
2.A.28.1.1,IT Superfamily
2.A.28.1.10,IT Superfamily
2.A.28.1.11,IT Superfamily
2.A.28.1.2,IT Superfamily
2.A.28.1.3,IT Superfamily
2.A.28.1.4,IT Superfamily
2.A.28.1.5,IT Superfamily
2.A.28.1.6,IT Superfamily
2.A.28.1.7,IT Superfamily
2.A.28.1.8,IT Superfamily
2.A.28.1.9,IT Superfamily
2.A.28.2.1,IT Superfamily
2.A.28.2.2,IT Superfamily
2.A.28.2.3,IT Superfamily
2.A.28.2.4,IT Superfamily
2.A.28.2.5,IT Superfamily
2.A.28.2.6,IT Superfamily
2.A.28.2.7,IT Superfamily
2.A.28.2.8,IT Superfamily
2.A.28.2.9,IT Superfamily
2.A.28.3.1,IT Superfamily
2.A.28.3.2,IT Superfamily
2.A.28.3.3,IT Superfamily
2.A.28.3.4,IT Superfamily
2.A.28.3.5,IT Superfamily
2.A.28.3.6,IT Superfamily
2.A.28.3.7,IT Superfamily
2.A.28.4.1,IT Superfamily
2.A.29.1.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.1.10,Mitochondrial Carrier (MC) Superfamily
2.A.29.1.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.1.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.1.4,Mitochondrial Carrier (MC) Superfamily
2.A.29.1.5,Mitochondrial Carrier (MC) Superfamily
2.A.29.1.6,Mitochondrial Carrier (MC) Superfamily
2.A.29.1.7,Mitochondrial Carrier (MC) Superfamily
2.A.29.1.8,Mitochondrial Carrier (MC) Superfamily
2.A.29.1.9,Mitochondrial Carrier (MC) Superfamily
2.A.29.10.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.10.10,Mitochondrial Carrier (MC) Superfamily
2.A.29.10.11,Mitochondrial Carrier (MC) Superfamily
2.A.29.10.12,Mitochondrial Carrier (MC) Superfamily
2.A.29.10.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.10.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.10.4,Mitochondrial Carrier (MC) Superfamily
2.A.29.10.5,Mitochondrial Carrier (MC) Superfamily
2.A.29.10.6,Mitochondrial Carrier (MC) Superfamily
2.A.29.10.7,Mitochondrial Carrier (MC) Superfamily
2.A.29.10.8,Mitochondrial Carrier (MC) Superfamily
2.A.29.10.9,Mitochondrial Carrier (MC) Superfamily
2.A.29.11.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.11.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.11.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.11.4,Mitochondrial Carrier (MC) Superfamily
2.A.29.11.5,Mitochondrial Carrier (MC) Superfamily
2.A.29.11.6,Mitochondrial Carrier (MC) Superfamily
2.A.29.11.7,Mitochondrial Carrier (MC) Superfamily
2.A.29.11.8,Mitochondrial Carrier (MC) Superfamily
2.A.29.12.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.12.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.12.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.12.4,Mitochondrial Carrier (MC) Superfamily
2.A.29.12.5,Mitochondrial Carrier (MC) Superfamily
2.A.29.12.6,Mitochondrial Carrier (MC) Superfamily
2.A.29.12.7,Mitochondrial Carrier (MC) Superfamily
2.A.29.13.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.14.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.14.10,Mitochondrial Carrier (MC) Superfamily
2.A.29.14.11,Mitochondrial Carrier (MC) Superfamily
2.A.29.14.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.14.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.14.4,Mitochondrial Carrier (MC) Superfamily
2.A.29.14.5,Mitochondrial Carrier (MC) Superfamily
2.A.29.14.6,Mitochondrial Carrier (MC) Superfamily
2.A.29.14.7,Mitochondrial Carrier (MC) Superfamily
2.A.29.14.8,Mitochondrial Carrier (MC) Superfamily
2.A.29.14.9,Mitochondrial Carrier (MC) Superfamily
2.A.29.15.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.15.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.15.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.16.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.16.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.16.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.17.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.18.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.18.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.18.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.18.4,Mitochondrial Carrier (MC) Superfamily
2.A.29.18.5,Mitochondrial Carrier (MC) Superfamily
2.A.29.18.6,Mitochondrial Carrier (MC) Superfamily
2.A.29.18.7,Mitochondrial Carrier (MC) Superfamily
2.A.29.18.8,Mitochondrial Carrier (MC) Superfamily
2.A.29.18.9,Mitochondrial Carrier (MC) Superfamily
2.A.29.19.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.19.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.2.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.2.10,Mitochondrial Carrier (MC) Superfamily
2.A.29.2.11,Mitochondrial Carrier (MC) Superfamily
2.A.29.2.12,Mitochondrial Carrier (MC) Superfamily
2.A.29.2.13,Mitochondrial Carrier (MC) Superfamily
2.A.29.2.14,Mitochondrial Carrier (MC) Superfamily
2.A.29.2.15,Mitochondrial Carrier (MC) Superfamily
2.A.29.2.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.2.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.2.4,Mitochondrial Carrier (MC) Superfamily
2.A.29.2.5,Mitochondrial Carrier (MC) Superfamily
2.A.29.2.6,Mitochondrial Carrier (MC) Superfamily
2.A.29.2.7,Mitochondrial Carrier (MC) Superfamily
2.A.29.2.8,Mitochondrial Carrier (MC) Superfamily
2.A.29.2.9,Mitochondrial Carrier (MC) Superfamily
2.A.29.20.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.20.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.20.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.21.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.22.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.23.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.23.10,Mitochondrial Carrier (MC) Superfamily
2.A.29.23.11,Mitochondrial Carrier (MC) Superfamily
2.A.29.23.12,Mitochondrial Carrier (MC) Superfamily
2.A.29.23.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.23.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.23.4,Mitochondrial Carrier (MC) Superfamily
2.A.29.23.5,Mitochondrial Carrier (MC) Superfamily
2.A.29.23.6,Mitochondrial Carrier (MC) Superfamily
2.A.29.23.7,Mitochondrial Carrier (MC) Superfamily
2.A.29.23.8,Mitochondrial Carrier (MC) Superfamily
2.A.29.23.9,Mitochondrial Carrier (MC) Superfamily
2.A.29.24.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.24.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.24.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.24.4,Mitochondrial Carrier (MC) Superfamily
2.A.29.25.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.25.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.26.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.27.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.28.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.28.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.29.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.3.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.3.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.3.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.3.4,Mitochondrial Carrier (MC) Superfamily
2.A.29.3.5,Mitochondrial Carrier (MC) Superfamily
2.A.29.3.6,Mitochondrial Carrier (MC) Superfamily
2.A.29.3.7,Mitochondrial Carrier (MC) Superfamily
2.A.29.3.8,Mitochondrial Carrier (MC) Superfamily
2.A.29.30.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.31.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.31.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.31.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.31.4,Mitochondrial Carrier (MC) Superfamily
2.A.29.32.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.32.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.32.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.4.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.4.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.4.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.4.4,Mitochondrial Carrier (MC) Superfamily
2.A.29.4.5,Mitochondrial Carrier (MC) Superfamily
2.A.29.4.6,Mitochondrial Carrier (MC) Superfamily
2.A.29.4.7,Mitochondrial Carrier (MC) Superfamily
2.A.29.5.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.5.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.5.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.5.4,Mitochondrial Carrier (MC) Superfamily
2.A.29.5.5,Mitochondrial Carrier (MC) Superfamily
2.A.29.5.6,Mitochondrial Carrier (MC) Superfamily
2.A.29.5.7,Mitochondrial Carrier (MC) Superfamily
2.A.29.5.8,Mitochondrial Carrier (MC) Superfamily
2.A.29.5.9,Mitochondrial Carrier (MC) Superfamily
2.A.29.6.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.6.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.7.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.7.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.7.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.7.4,Mitochondrial Carrier (MC) Superfamily
2.A.29.7.5,Mitochondrial Carrier (MC) Superfamily
2.A.29.8.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.8.10,Mitochondrial Carrier (MC) Superfamily
2.A.29.8.11,Mitochondrial Carrier (MC) Superfamily
2.A.29.8.12,Mitochondrial Carrier (MC) Superfamily
2.A.29.8.13,Mitochondrial Carrier (MC) Superfamily
2.A.29.8.14,Mitochondrial Carrier (MC) Superfamily
2.A.29.8.15,Mitochondrial Carrier (MC) Superfamily
2.A.29.8.16,Mitochondrial Carrier (MC) Superfamily
2.A.29.8.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.8.3,Mitochondrial Carrier (MC) Superfamily
2.A.29.8.4,Mitochondrial Carrier (MC) Superfamily
2.A.29.8.5,Mitochondrial Carrier (MC) Superfamily
2.A.29.8.6,Mitochondrial Carrier (MC) Superfamily
2.A.29.8.7,Mitochondrial Carrier (MC) Superfamily
2.A.29.8.8,Mitochondrial Carrier (MC) Superfamily
2.A.29.8.9,Mitochondrial Carrier (MC) Superfamily
2.A.29.9.1,Mitochondrial Carrier (MC) Superfamily
2.A.29.9.2,Mitochondrial Carrier (MC) Superfamily
2.A.29.9.3,Mitochondrial Carrier (MC) Superfamily
2.A.3.1.1,APC Superfamily
2.A.3.1.10,APC Superfamily
2.A.3.1.11,APC Superfamily
2.A.3.1.12,APC Superfamily
2.A.3.1.13,APC Superfamily
2.A.3.1.14,APC Superfamily
2.A.3.1.15,APC Superfamily
2.A.3.1.16,APC Superfamily
2.A.3.1.17,APC Superfamily
2.A.3.1.18,APC Superfamily
2.A.3.1.19,APC Superfamily
2.A.3.1.2,APC Superfamily
2.A.3.1.20,APC Superfamily
2.A.3.1.21,APC Superfamily
2.A.3.1.22,APC Superfamily
2.A.3.1.23,APC Superfamily
2.A.3.1.24,APC Superfamily
2.A.3.1.25,APC Superfamily
2.A.3.1.3,APC Superfamily
2.A.3.1.4,APC Superfamily
2.A.3.1.5,APC Superfamily
2.A.3.1.6,APC Superfamily
2.A.3.1.7,APC Superfamily
2.A.3.1.8,APC Superfamily
2.A.3.1.9,APC Superfamily
2.A.3.10.1,APC Superfamily
2.A.3.10.10,APC Superfamily
2.A.3.10.11,APC Superfamily
2.A.3.10.12,APC Superfamily
2.A.3.10.13,APC Superfamily
2.A.3.10.14,APC Superfamily
2.A.3.10.15,APC Superfamily
2.A.3.10.16,APC Superfamily
2.A.3.10.17,APC Superfamily
2.A.3.10.18,APC Superfamily
2.A.3.10.19,APC Superfamily
2.A.3.10.2,APC Superfamily
2.A.3.10.20,APC Superfamily
2.A.3.10.21,APC Superfamily
2.A.3.10.22,APC Superfamily
2.A.3.10.23,APC Superfamily
2.A.3.10.24,APC Superfamily
2.A.3.10.25,APC Superfamily
2.A.3.10.26,APC Superfamily
2.A.3.10.27,APC Superfamily
2.A.3.10.28,APC Superfamily
2.A.3.10.3,APC Superfamily
2.A.3.10.4,APC Superfamily
2.A.3.10.5,APC Superfamily
2.A.3.10.6,APC Superfamily
2.A.3.10.7,APC Superfamily
2.A.3.10.8,APC Superfamily
2.A.3.10.9,APC Superfamily
2.A.3.11.1,APC Superfamily
2.A.3.12.1,APC Superfamily
2.A.3.12.2,APC Superfamily
2.A.3.12.3,APC Superfamily
2.A.3.12.4,APC Superfamily
2.A.3.12.5,APC Superfamily
2.A.3.13.1,APC Superfamily
2.A.3.13.2,APC Superfamily
2.A.3.13.3,APC Superfamily
2.A.3.14.1,APC Superfamily
2.A.3.14.2,APC Superfamily
2.A.3.14.3,APC Superfamily
2.A.3.15.1,APC Superfamily
2.A.3.15.2,APC Superfamily
2.A.3.15.3,APC Superfamily
2.A.3.15.4,APC Superfamily
2.A.3.15.5,APC Superfamily
2.A.3.2.1,APC Superfamily
2.A.3.2.10,APC Superfamily
2.A.3.2.11,APC Superfamily
2.A.3.2.2,APC Superfamily
2.A.3.2.3,APC Superfamily
2.A.3.2.4,APC Superfamily
2.A.3.2.5,APC Superfamily
2.A.3.2.6,APC Superfamily
2.A.3.2.7,APC Superfamily
2.A.3.2.8,APC Superfamily
2.A.3.2.9,APC Superfamily
2.A.3.3.1,APC Superfamily
2.A.3.3.10,APC Superfamily
2.A.3.3.11,APC Superfamily
2.A.3.3.12,APC Superfamily
2.A.3.3.13,APC Superfamily
2.A.3.3.14,APC Superfamily
2.A.3.3.15,APC Superfamily
2.A.3.3.16,APC Superfamily
2.A.3.3.17,APC Superfamily
2.A.3.3.18,APC Superfamily
2.A.3.3.19,APC Superfamily
2.A.3.3.2,APC Superfamily
2.A.3.3.20,APC Superfamily
2.A.3.3.21,APC Superfamily
2.A.3.3.22,APC Superfamily
2.A.3.3.23,APC Superfamily
2.A.3.3.24,APC Superfamily
2.A.3.3.3,APC Superfamily
2.A.3.3.4,APC Superfamily
2.A.3.3.5,APC Superfamily
2.A.3.3.6,APC Superfamily
2.A.3.3.7,APC Superfamily
2.A.3.3.8,APC Superfamily
2.A.3.3.9,APC Superfamily
2.A.3.4.1,APC Superfamily
2.A.3.4.2,APC Superfamily
2.A.3.4.3,APC Superfamily
2.A.3.4.4,APC Superfamily
2.A.3.4.5,APC Superfamily
2.A.3.4.6,APC Superfamily
2.A.3.4.7,APC Superfamily
2.A.3.4.8,APC Superfamily
2.A.3.5.1,APC Superfamily
2.A.3.5.2,APC Superfamily
2.A.3.6.1,APC Superfamily
2.A.3.6.2,APC Superfamily
2.A.3.6.3,APC Superfamily
2.A.3.6.4,APC Superfamily
2.A.3.6.5,APC Superfamily
2.A.3.7.1,APC Superfamily
2.A.3.7.2,APC Superfamily
2.A.3.7.3,APC Superfamily
2.A.3.7.4,APC Superfamily
2.A.3.7.5,APC Superfamily
2.A.3.7.6,APC Superfamily
2.A.3.7.7,APC Superfamily
2.A.3.8.1,APC Superfamily
2.A.3.8.10,APC Superfamily
2.A.3.8.11,APC Superfamily
2.A.3.8.12,APC Superfamily
2.A.3.8.13,APC Superfamily
2.A.3.8.14,APC Superfamily
2.A.3.8.15,APC Superfamily
2.A.3.8.16,APC Superfamily
2.A.3.8.17,APC Superfamily
2.A.3.8.18,APC Superfamily
2.A.3.8.19,APC Superfamily
2.A.3.8.2,APC Superfamily
2.A.3.8.20,APC Superfamily
2.A.3.8.21,APC Superfamily
2.A.3.8.22,APC Superfamily
2.A.3.8.23,APC Superfamily
2.A.3.8.24,APC Superfamily
2.A.3.8.25,APC Superfamily
2.A.3.8.26,APC Superfamily
2.A.3.8.27,APC Superfamily
2.A.3.8.28,APC Superfamily
2.A.3.8.29,APC Superfamily
2.A.3.8.3,APC Superfamily
2.A.3.8.30,APC Superfamily
2.A.3.8.31,APC Superfamily
2.A.3.8.32,APC Superfamily
2.A.3.8.4,APC Superfamily
2.A.3.8.5,APC Superfamily
2.A.3.8.6,APC Superfamily
2.A.3.8.7,APC Superfamily
2.A.3.8.8,APC Superfamily
2.A.3.8.9,APC Superfamily
2.A.3.9.1,APC Superfamily
2.A.3.9.2,APC Superfamily
2.A.3.9.3,APC Superfamily
2.A.3.9.4,APC Superfamily
2.A.3.9.5,APC Superfamily
2.A.30.1.1,APC Superfamily
2.A.30.1.10,APC Superfamily
2.A.30.1.11,APC Superfamily
2.A.30.1.12,APC Superfamily
2.A.30.1.13,APC Superfamily
2.A.30.1.14,APC Superfamily
2.A.30.1.15,APC Superfamily
2.A.30.1.16,APC Superfamily
2.A.30.1.17,APC Superfamily
2.A.30.1.18,APC Superfamily
