Transporter,Transporter_Superfamily
1.B.23.3.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.23.4.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.23.4.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.24.1.1,Outer Membrane Pore-forming Protein II (OMPP-II) Superfamily  
1.B.24.1.2,Outer Membrane Pore-forming Protein II (OMPP-II) Superfamily  
1.B.24.1.3,Outer Membrane Pore-forming Protein II (OMPP-II) Superfamily  
1.B.24.1.4,Outer Membrane Pore-forming Protein II (OMPP-II) Superfamily  
1.B.24.1.5,Outer Membrane Pore-forming Protein II (OMPP-II) Superfamily  
1.B.24.1.6,Outer Membrane Pore-forming Protein II (OMPP-II) Superfamily  
1.B.24.1.7,Outer Membrane Pore-forming Protein II (OMPP-II) Superfamily  
1.B.24.1.8,Outer Membrane Pore-forming Protein II (OMPP-II) Superfamily  
1.B.25.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.10,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.11,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.12,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.13,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.14,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.15,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.16,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.17,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.18,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.19,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.20,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.21,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.22,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.23,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.24,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.25,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.26,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.27,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.28,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.29,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.30,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.31,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.32,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.33,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.34,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.35,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.36,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.37,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.38,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.5,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.6,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.7,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.8,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.1.9,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.2.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.2.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.25.2.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.26.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.26.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.26.2.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.26.2.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.28.1.1,Outer Membrane Pore-forming Protein III (OMPP-III) Superfamily 
1.B.28.1.2,Outer Membrane Pore-forming Protein III (OMPP-III) Superfamily 
1.B.28.1.3,Outer Membrane Pore-forming Protein III (OMPP-III) Superfamily 
1.B.28.1.4,Outer Membrane Pore-forming Protein III (OMPP-III) Superfamily 
1.B.28.2.1,Outer Membrane Pore-forming Protein III (OMPP-III) Superfamily 
1.B.3.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.1.10,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.1.11,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.1.12,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.1.13,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.1.14,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.1.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.1.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.1.5,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.1.6,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.1.7,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.1.8,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.1.9,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.2.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.2.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.2.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.2.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.3.3.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.30.1.1,Outer Membrane Pore-forming Protein IV (OMPP-IV) Superfamily  
1.B.30.1.2,Outer Membrane Pore-forming Protein IV (OMPP-IV) Superfamily  
1.B.30.2.1,Outer Membrane Pore-forming Protein IV (OMPP-IV) Superfamily  
1.B.30.3.1,Outer Membrane Pore-forming Protein IV (OMPP-IV) Superfamily  
1.B.30.4.1,Outer Membrane Pore-forming Protein IV (OMPP-IV) Superfamily  
1.B.30.5.1,Outer Membrane Pore-forming Protein IV (OMPP-IV) Superfamily  
1.B.31.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.31.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.31.1.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.31.1.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.31.1.5,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.31.1.6,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.31.1.7,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.32.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.32.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.32.2.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.32.2.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.1.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.1.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.1.5,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.1.6,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.2.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.2.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.2.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.2.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.2.5,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.2.6,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.2.7,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.3.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.3.10,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.3.11,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.3.12,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.3.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.3.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.3.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.3.5,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.3.6,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.3.7,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.3.8,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.3.9,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.4.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.4.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.4.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.4.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.4.5,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.4.6,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.4.7,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.4.8,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.33.4.9,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.34.1.1,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.1.2,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.1.3,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.1.4,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.1.5,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.1.6,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.1.7,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.1.8,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.1.9,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.2.1,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.2.2,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.2.3,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.3.1,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.3.2,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.3.3,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.3.4,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.3.5,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.4.1,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.4.2,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.34.4.3,Outer Membrane Pore-forming Protein V (OMPP-V) Superfamily  
1.B.35.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.35.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.35.1.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.35.1.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.35.1.5,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.35.1.6,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.35.1.7,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.35.2.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.35.2.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.35.2.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.35.2.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.35.3.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.35.3.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.35.4.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.35.4.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.35.4.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.39.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.39.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.39.1.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.39.1.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.39.1.5,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.39.1.6,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.39.1.7,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.39.1.8,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.39.1.9,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.39.2.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.39.2.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.10,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.11,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.12,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.13,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.14,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.15,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.16,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.17,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.18,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.19,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.20,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.5,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.6,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.7,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.8,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.4.2.9,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.42.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.42.1.10,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.42.1.11,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.42.1.12,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.42.1.13,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.42.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.42.1.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.42.1.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.42.1.5,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.42.1.6,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.42.1.7,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.42.1.8,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.42.1.9,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.42.2.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.43.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.43.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.43.1.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.1.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.1.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.1.5,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.10,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.11,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.12,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.13,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.14,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.15,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.16,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.17,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.18,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.5,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.6,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.7,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.8,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.44.2.9,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.47.1.1,Outer Membrane Pore-forming Protein III (OMPP-III) Superfamily 
1.B.47.1.2,Outer Membrane Pore-forming Protein III (OMPP-III) Superfamily 
1.B.47.1.3,Outer Membrane Pore-forming Protein III (OMPP-III) Superfamily 
1.B.49.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.49.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.49.1.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.49.1.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.49.1.5,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.49.1.6,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.49.1.7,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.49.1.8,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.49.1.9,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.1.10,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.1.11,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.1.12,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.1.13,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.1.14,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.1.15,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.1.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.1.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.1.5,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.1.6,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.1.7,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.1.8,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.1.9,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.2.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.5.2.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.54.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.54.1.10,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.54.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.54.1.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.54.1.4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.54.1.5,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.54.1.6,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.54.1.7,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.54.1.8,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.54.1.9,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.54.2.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.54.3.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.54.3.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.55.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.55.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.55.1.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.55.2.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.55.2.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.55.2.3,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.55.3.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.55.3.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.57.1.1,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
1.B.57.1.2,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily 
