CPD,Enzyme,Regulation
C00001,3.7.1.10,Substrate
C00001,3.7.1.11,Substrate
C00001,3.7.1.14,Substrate
C00001,3.7.1.17,Substrate
C00001,3.7.1.18,Substrate
C00001,3.7.1.19,Substrate
C00001,3.7.1.20,Substrate
C00001,3.7.1.21,Substrate
C00001,3.7.1.22,Substrate
C00001,3.7.1.23,Substrate
C00001,3.7.1.24,Substrate
C00001,3.7.1.26,Substrate
C00001,3.7.1.28,Substrate
C00001,3.8.1.2,Substrate
C00001,3.8.1.3,Substrate
C00001,3.8.1.5,Substrate
C00001,3.8.1.6,Substrate
C00001,3.8.1.7,Substrate
C00001,3.8.1.8,Substrate
C00001,3.8.1.9,Substrate
C00001,3.8.1.10,Substrate
C00001,3.8.1.11,Substrate
C00001,3.9.1.1,Substrate
C00001,3.9.1.2,Substrate
C04262,3.9.1.3,Substrate
C00001,3.10.1.1,Substrate
C00001,3.10.1.2,Substrate
C00001,3.11.1.1,Substrate
C00001,3.11.1.2,Substrate
C00001,3.11.1.3,Substrate
C00001,3.12.1.1,Substrate
C00001,3.13.1.3,Substrate
C00001,3.13.1.4,Substrate
C00001,3.13.1.5,Substrate
C00001,3.13.1.7,Substrate
C00001,3.13.1.9,Substrate
C00001,3.13.2.1,Substrate
C00001,3.13.2.3,Substrate
C00080,4.1.1.2,Substrate
C00080,4.1.1.4,Substrate
C00108,4.1.1.24,Substrate
C00643,4.1.1.28,Substrate
C00036,4.1.1.31,Substrate
C00036,4.1.1.32,Substrate
C01143,4.1.1.33,Substrate
C00036,4.1.1.38,Substrate
C00080,4.1.1.39,Substrate
C00036,4.1.1.49,Substrate
C00022,4.1.1.64,Substrate
C00001,4.1.1.78,Substrate
C00080,4.1.1.83,Substrate
C00080,4.1.1.85,Substrate
C00080,4.1.1.87,Substrate
C00080,4.1.1.88,Substrate
C05849,4.1.1.90,Substrate
C00001,4.1.1.93,Substrate
C18172,4.1.1.96,Substrate
C01107,4.1.1.99,Substrate
C00423,4.1.1.102,Substrate
C21610,4.1.1.104,Substrate
C00205,4.1.1.106,Substrate
C00007,4.1.1.107,Substrate
C00007,4.1.1.108,Substrate
C00007,4.1.1.109,Substrate
C00739,4.1.1.116,Substrate
C00009,4.1.1.123,Substrate
C00009,4.1.2.9,Substrate
C00009,4.1.2.22,Substrate
C00001,4.1.2.34,Substrate
C12317,4.1.2.42,Substrate
C00001,4.1.2.44,Substrate
C00001,4.1.2.45,Substrate
C05519,4.1.2.48,Substrate
C00001,4.1.2.50,Substrate
C01286,4.1.2.55,Substrate
C00001,4.1.2.61,Substrate
C04582,4.1.2.62,Substrate
C04115,4.1.3.17,Substrate
C06027,4.1.3.24,Substrate
C00064,4.1.3.27,Substrate
C19838,4.1.3.41,Substrate
C00019,4.1.3.44,Substrate
C00001,4.1.99.1,Substrate
C00001,4.1.99.2,Substrate
C00007,4.1.99.5,Substrate
C00001,4.1.99.16,Substrate
C00019,4.1.99.17,Substrate
C00019,4.1.99.19,Substrate
C00019,4.1.99.22,Substrate
C00019,4.1.99.23,Substrate
C00199,4.1.99.24,Substrate
C00199,4.1.99.25,Substrate
C05198,4.1.99.26,Substrate
C00417,4.2.1.3,Substrate
C03506,4.2.1.20,Substrate
C00155,4.2.1.22,Substrate
C02631,4.2.1.33,Substrate
C00481,4.2.1.50,Substrate
C00117,4.2.1.70,Substrate
C03758,4.2.1.78,Substrate
C04856,4.2.1.93,Substrate
C00288,4.2.1.104,Substrate
C12631,4.2.1.105,Substrate
C19822,4.2.1.110,Substrate
C04002,4.2.1.114,Substrate
C00463,4.2.1.122,Substrate
C00357,4.2.1.126,Substrate
C19894,4.2.1.131,Substrate
C04856,4.2.1.136,Substrate
C00001,4.2.1.138,Substrate
C00880,4.2.1.140,Substrate
C00067,4.2.1.147,Substrate
C00001,4.2.1.155,Substrate
C11930,4.2.1.159,Substrate
C22348,4.2.1.161,Substrate
C00138,4.2.1.164,Substrate
C18153,4.2.1.165,Substrate
C00025,4.2.1.168,Substrate
C22205,4.2.1.175,Substrate
C00001,4.2.3.1,Substrate
C00001,4.2.3.2,Substrate
C00001,4.2.3.10,Substrate
C00001,4.2.3.11,Substrate
C00001,4.2.3.22,Substrate
C00001,4.2.3.25,Substrate
C00001,4.2.3.26,Substrate
C00001,4.2.3.39,Substrate
C00001,4.2.3.42,Substrate
C00001,4.2.3.45,Substrate
C00001,4.2.3.48,Substrate
C00001,4.2.3.49,Substrate
C00001,4.2.3.64,Substrate
C00001,4.2.3.68,Substrate
C00001,4.2.3.70,Substrate
C00001,4.2.3.74,Substrate
C00001,4.2.3.84,Substrate
C00001,4.2.3.85,Substrate
C00001,4.2.3.91,Substrate
C00001,4.2.3.96,Substrate
C00001,4.2.3.98,Substrate
C00001,4.2.3.108,Substrate
C00001,4.2.3.111,Substrate
C00001,4.2.3.112,Substrate
C00001,4.2.3.118,Substrate
C00001,4.2.3.134,Substrate
C00001,4.2.3.138,Substrate
C00001,4.2.3.141,Substrate
C00001,4.2.3.143,Substrate
C00001,4.2.3.144,Substrate
C00001,4.2.3.145,Substrate
C00001,4.2.3.146,Substrate
C00001,4.2.3.149,Substrate
C00001,4.2.3.151,Substrate
C00001,4.2.3.156,Substrate
C00001,4.2.3.157,Substrate
C00001,4.2.3.163,Substrate
C00001,4.2.3.166,Substrate
C00001,4.2.3.167,Substrate
C00001,4.2.3.169,Substrate
C00001,4.2.3.170,Substrate
C00001,4.2.3.171,Substrate
C00001,4.2.3.172,Substrate
C00001,4.2.3.173,Substrate
C00001,4.2.3.174,Substrate
C00001,4.2.3.175,Substrate
C00001,4.2.3.176,Substrate
C00001,4.2.3.182,Substrate
C00001,4.2.3.183,Substrate
C00001,4.2.3.184,Substrate
C00001,4.2.3.187,Substrate
C01230,4.2.3.188,Substrate
C00001,4.2.3.194,Substrate
C00001,4.2.3.197,Substrate
C00001,4.2.3.202,Substrate
C00001,4.2.3.204,Substrate
C00001,4.2.3.207,Substrate
C00001,4.2.3.208,Substrate
C20844,4.3.1.9,Substrate
C00001,4.3.1.10,Substrate
C00001,4.3.1.13,Substrate
C00001,4.3.1.15,Substrate
C02218,4.3.1.17,Substrate
C02218,4.3.1.18,Substrate
C17234,4.3.1.19,Substrate
C00004,4.3.1.22,Substrate
C00082,4.3.1.25,Substrate
C00019,4.3.1.30,Substrate
C00019,4.3.1.32,Substrate
C04823,4.3.2.2,Substrate
C00064,4.3.2.10,Substrate
C00229,4.3.2.11,Substrate
C00001,4.3.3.2,Substrate
C00001,4.3.3.3,Substrate
C00001,4.3.3.4,Substrate
C00001,4.3.3.5,Substrate
C00118,4.3.3.6,Substrate
C00001,4.3.3.8,Substrate
C00001,4.4.1.1,Substrate
C00001,4.4.1.2,Substrate
C01326,4.4.1.9,Substrate
C00094,4.4.1.10,Substrate
C00001,4.4.1.11,Substrate
C00001,4.4.1.13,Substrate
C00001,4.4.1.15,Substrate
C00030,4.4.1.16,Substrate
C11498,4.4.1.23,Substrate
C00001,4.4.1.25,Substrate
C00001,4.4.1.28,Substrate
C00001,4.4.1.35,Substrate
C00030,4.4.1.36,Substrate
C00002,4.4.1.37,Substrate
C00001,4.4.1.43,Substrate
C00001,4.5.1.2,Substrate
C00001,4.5.1.3,Substrate
C00001,4.5.1.4,Substrate
C02086,4.5.1.5,Substrate
C00001,4.6.1.19,Substrate
C00019,4.7.1.1,Substrate
C00080,4.98.1.1,Substrate
C00080,4.99.1.2,Substrate
C00080,4.99.1.3,Substrate
C00080,4.99.1.4,Substrate
C00080,4.99.1.9,Substrate
C00080,4.99.1.10,Substrate
C00080,4.99.1.11,Substrate
C00079,5.1.1.11,Substrate
C00927,5.1.1.14,Substrate
C10172,5.1.1.22,Substrate
C22053,5.1.1.23,Substrate
C22382,5.1.3.24,Substrate
C06468,5.1.3.31,Substrate
C20483,5.1.99.6,Substrate
C21617,5.3.1.35,Substrate
C08579,5.3.99.8,Substrate
C01159,5.4.2.11,Substrate
C00739,5.4.3.3,Substrate
C02483,5.5.1.24,Substrate
C21095,5.5.1.27,Substrate
C00001,5.6.1.1,Substrate
C00001,5.6.1.2,Substrate
C00001,5.6.1.3,Substrate
C00001,5.6.1.4,Substrate
C00001,5.6.1.5,Substrate
C00001,5.6.1.6,Substrate
C00001,5.6.1.7,Substrate
C00001,5.6.1.8,Substrate
C02745,5.6.1.9,Substrate
C00082,6.1.1.1,Substrate
C00078,6.1.1.2,Substrate
C00188,6.1.1.3,Substrate
C00123,6.1.1.4,Substrate
C00407,6.1.1.5,Substrate
C00047,6.1.1.6,Substrate
C00041,6.1.1.7,Substrate
C00183,6.1.1.9,Substrate
C00073,6.1.1.10,Substrate
C00065,6.1.1.11,Substrate
C00049,6.1.1.12,Substrate
C00133,6.1.1.13,Substrate
C00037,6.1.1.14,Substrate
C00148,6.1.1.15,Substrate
C00097,6.1.1.16,Substrate
C00025,6.1.1.17,Substrate
C00064,6.1.1.18,Substrate
C00062,6.1.1.19,Substrate
C00079,6.1.1.20,Substrate
C00135,6.1.1.21,Substrate
C00152,6.1.1.22,Substrate
C00049,6.1.1.23,Substrate
C00025,6.1.1.24,Substrate
C16138,6.1.1.26,Substrate
C01005,6.1.1.27,Substrate
C00256,6.1.2.1,Substrate
C00169,6.1.2.2,Substrate
C21645,6.1.3.1,Substrate
C00033,6.2.1.1,Substrate
C21925,6.2.1.2,Substrate
C00638,6.2.1.3,Substrate
C00042,6.2.1.4,Substrate
C00042,6.2.1.5,Substrate
C00489,6.2.1.6,Substrate
C00695,6.2.1.7,Substrate
C00209,6.2.1.8,Substrate
C00149,6.2.1.9,Substrate
C00060,6.2.1.10,Substrate
C00120,6.2.1.11,Substrate
C00811,6.2.1.12,Substrate
C00033,6.2.1.13,Substrate
C02656,6.2.1.14,Substrate
C00219,6.2.1.15,Substrate
C00164,6.2.1.16,Substrate
C00163,6.2.1.17,Substrate
C00158,6.2.1.18,Substrate
C00638,6.2.1.19,Substrate
C00638,6.2.1.20,Substrate
C00033,6.2.1.22,Substrate
C00010,6.2.1.23,Substrate
C01607,6.2.1.24,Substrate
C00180,6.2.1.25,Substrate
C02730,6.2.1.26,Substrate
C00156,6.2.1.27,Substrate
C00010,6.2.1.28,Substrate
C07086,6.2.1.30,Substrate
C01546,6.2.1.31,Substrate
C00108,6.2.1.32,Substrate
C00010,6.2.1.33,Substrate
C00010,6.2.1.34,Substrate
C00033,6.2.1.35,Substrate
C00002,6.2.1.36,Substrate
C00587,6.2.1.37,Substrate
C00002,6.2.1.38,Substrate
C00025,6.2.1.39,Substrate
C00989,6.2.1.40,Substrate
C20199,6.2.1.41,Substrate
C21076,6.2.1.42,Substrate
C20841,6.2.1.43,Substrate
C08276,6.2.1.44,Substrate
C00496,6.2.1.45,Substrate
C21096,6.2.1.46,Substrate
C21925,6.2.1.47,Substrate
C00318,6.2.1.48,Substrate
C00638,6.2.1.49,Substrate
C00156,6.2.1.50,Substrate
C21446,6.2.1.51,Substrate
C21771,6.2.1.52,Substrate
C00148,6.2.1.53,Substrate
C00133,6.2.1.54,Substrate
C21900,6.2.1.55,Substrate
C00989,6.2.1.56,Substrate
C01530,6.2.1.57,Substrate
C22203,6.2.1.58,Substrate
C00638,6.2.1.59,Substrate
C22211,6.2.1.60,Substrate
C00805,6.2.1.61,Substrate
C00230,6.2.1.62,Substrate
C00062,6.2.1.63,Substrate
C00805,6.2.1.65,Substrate
C00037,6.2.1.66,Substrate
C00041,6.2.1.67,Substrate
C00025,6.2.1.68,Substrate
C00097,6.2.1.69,Substrate
C00188,6.2.1.70,Substrate
C00196,6.2.1.71,Substrate
C00065,6.2.1.72,Substrate
C00078,6.2.1.73,Substrate
C12107,6.2.1.74,Substrate
C00954,6.2.1.75,Substrate
C00383,6.2.1.76,Substrate
C00283,6.2.2.1,Substrate
C00049,6.3.1.1,Substrate
C00025,6.3.1.2,Substrate
C00049,6.3.1.4,Substrate
C00857,6.3.1.5,Substrate
C00025,6.3.1.6,Substrate
C00651,6.3.1.7,Substrate
C00315,6.3.1.8,Substrate
C00315,6.3.1.9,Substrate
C06507,6.3.1.10,Substrate
C00025,6.3.1.11,Substrate
C00402,6.3.1.12,Substrate
C00097,6.3.1.13,Substrate
C01573,6.3.1.14,Substrate
C12458,6.3.1.15,Substrate
C00158,6.3.1.17,Substrate
C00025,6.3.1.18,Substrate
C21177,6.3.1.19,Substrate
C16241,6.3.1.20,Substrate
C00058,6.3.1.21,Substrate
C00522,6.3.2.1,Substrate
C00025,6.3.2.2,Substrate
C00669,6.3.2.3,Substrate
C00133,6.3.2.4,Substrate
C03492,6.3.2.5,Substrate
C04751,6.3.2.6,Substrate
C00692,6.3.2.7,Substrate
C01050,6.3.2.8,Substrate
C01212,6.3.2.9,Substrate
C05892,6.3.2.10,Substrate
C00135,6.3.2.11,Substrate
C00921,6.3.2.12,Substrate
C00692,6.3.2.13,Substrate
C00196,6.3.2.14,Substrate
C00133,6.3.2.16,Substrate
C03541,6.3.2.17,Substrate
C00025,6.3.2.18,Substrate
C00954,6.3.2.20,Substrate
C00669,6.3.2.23,Substrate
C00082,6.3.2.24,Substrate
C05234,6.3.2.25,Substrate
C00956,6.3.2.26,Substrate
C19709,6.3.2.29,Substrate
C19710,6.3.2.30,Substrate
C19153,6.3.2.31,Substrate
C00876,6.3.2.32,Substrate
C01217,6.3.2.33,Substrate
C19152,6.3.2.34,Substrate
C00740,6.3.2.35,Substrate
C18911,6.3.2.36,Substrate
C00692,6.3.2.37,Substrate
C00158,6.3.2.38,Substrate
C20333,6.3.2.39,Substrate
C00019,6.3.2.40,Substrate
C01042,6.3.2.41,Substrate
C01042,6.3.2.42,Substrate
C00956,6.3.2.43,Substrate
C00522,6.3.2.44,Substrate
C01050,6.3.2.45,Substrate
C00122,6.3.2.46,Substrate
C20966,6.3.2.47,Substrate
C00062,6.3.2.48,Substrate
C00041,6.3.2.49,Substrate
C00407,6.3.2.50,Substrate
C03492,6.3.2.51,Substrate
C08491,6.3.2.52,Substrate
C01212,6.3.2.53,Substrate
C03401,6.3.2.54,Substrate
C22073,6.3.2.55,Substrate
C22074,6.3.2.56,Substrate
C22101,6.3.2.57,Substrate
C00515,6.3.2.58,Substrate
C20277,6.3.2.59,Substrate
C00025,6.3.2.60,Substrate
C00025,6.3.2.61,Substrate
C00025,6.3.2.62,Substrate
C04640,6.3.3.1,Substrate
C03479,6.3.3.2,Substrate
C01037,6.3.3.3,Substrate
C06655,6.3.3.4,Substrate
C00002,6.3.3.5,Substrate
C17366,6.3.3.6,Substrate
C21511,6.3.3.7,Substrate
C00075,6.3.4.2,Substrate
C00058,6.3.4.3,Substrate
C00130,6.3.4.4,Substrate
C00327,6.3.4.5,Substrate
C00086,6.3.4.6,Substrate
C00117,6.3.4.7,Substrate
C02835,6.3.4.8,Substrate
C00120,6.3.4.9,Substrate
C00120,6.3.4.10,Substrate
C00120,6.3.4.11,Substrate
C00025,6.3.4.12,Substrate
C03090,6.3.4.13,Substrate
C06250,6.3.4.14,Substrate
C00120,6.3.4.15,Substrate
C00014,6.3.4.16,Substrate
C00058,6.3.4.17,Substrate
C03373,6.3.4.18,Substrate
C00002,6.3.4.19,Substrate
C00014,6.3.4.20,Substrate
C00119,6.3.4.21,Substrate
C00179,6.3.4.22,Substrate
C00058,6.3.4.23,Substrate
C00483,6.3.4.24,Substrate
C00362,6.3.4.25,Substrate
C00857,6.3.5.1,Substrate
C00655,6.3.5.2,Substrate
C04376,6.3.5.3,Substrate
C00049,6.3.5.4,Substrate
C00064,6.3.5.5,Substrate
C06113,6.3.5.6,Substrate
C06112,6.3.5.7,Substrate
C06399,6.3.5.9,Substrate
C06506,6.3.5.10,Substrate
C05773,6.3.5.11,Substrate
C21510,6.3.5.12,Substrate
C05893,6.3.5.13,Substrate
C00022,6.4.1.1,Substrate
C00024,6.4.1.2,Substrate
C00100,6.4.1.3,Substrate
C03069,6.4.1.4,Substrate
C01920,6.4.1.5,Substrate
C00288,6.4.1.6,Substrate
C00026,6.4.1.7,Substrate
C07113,6.4.1.8,Substrate
C21512,6.4.1.9,Substrate
C00003,6.5.1.6,Substrate
C00008,6.5.1.7,Substrate
C00001,6.5.1.8,Substrate
C01159,6.5.1.9,Substrate
C02191,6.6.1.1,Substrate
C06503,6.6.1.2,Substrate
C22425,6.7.1.1,Substrate
C00003,7.1.1.1,Substrate
C00399,7.1.1.2,Substrate
C00007,7.1.1.3,Substrate
C00007,7.1.1.4,Substrate
C00007,7.1.1.5,Substrate
C03162,7.1.1.6,Substrate
C05359,7.1.1.7,Substrate
C00125,7.1.1.8,Substrate
C00007,7.1.1.9,Substrate
C02061,7.1.1.10,Substrate
C00003,7.1.1.11,Substrate
C00828,7.1.1.12,Substrate
C00001,7.1.2.1,Substrate
C00001,7.1.2.2,Substrate
C00001,7.1.3.1,Substrate
C00080,7.2.1.1,Substrate
C00003,7.2.1.2,Substrate
C00001,7.2.2.1,Substrate
C00001,7.2.2.2,Substrate
C00001,7.2.2.3,Substrate
C00001,7.2.2.4,Substrate
C00001,7.2.2.5,Substrate
C00001,7.2.2.6,Substrate
C00001,7.2.2.7,Substrate
C00001,7.2.2.8,Substrate
C00001,7.2.2.9,Substrate
C00001,7.2.2.10,Substrate
C00001,7.2.2.11,Substrate
C00001,7.2.2.12,Substrate
C00001,7.2.2.13,Substrate
C00001,7.2.2.14,Substrate
C00001,7.2.2.15,Substrate
C00001,7.2.2.16,Substrate
C00001,7.2.2.17,Substrate
C00001,7.2.2.18,Substrate
C00001,7.2.2.19,Substrate
C00001,7.2.2.20,Substrate
C00001,7.2.2.21,Substrate
C00001,7.2.2.22,Substrate
C00001,7.2.3.1,Substrate
C00080,7.2.4.4,Substrate
C00001,7.3.2.1,Substrate
C00001,7.3.2.2,Substrate
C00001,7.3.2.3,Substrate
C00001,7.3.2.4,Substrate
C00001,7.3.2.5,Substrate
C00001,7.3.2.6,Substrate
C00001,7.3.2.7,Substrate
C00001,7.4.2.1,Substrate
C00001,7.4.2.2,Substrate
C00001,7.4.2.3,Substrate
C00001,7.4.2.4,Substrate
C00001,7.4.2.5,Substrate
C00001,7.4.2.6,Substrate
C00001,7.4.2.7,Substrate
C00001,7.4.2.8,Substrate
C00001,7.4.2.9,Substrate
C00001,7.4.2.10,Substrate
C00001,7.4.2.11,Substrate
C00001,7.4.2.12,Substrate
C00001,7.4.2.13,Substrate
C00001,7.4.2.14,Substrate
C00001,7.5.2.1,Substrate
C00001,7.5.2.2,Substrate
C00001,7.5.2.3,Substrate
C00001,7.5.2.4,Substrate
C00001,7.5.2.5,Substrate
C00001,7.5.2.6,Substrate
C00001,7.5.2.7,Substrate
C00001,7.5.2.8,Substrate
C00001,7.5.2.9,Substrate
C00001,7.5.2.10,Substrate
C00001,7.5.2.11,Substrate
C00001,7.5.2.12,Substrate
C00001,7.5.2.13,Substrate
C00001,7.6.2.1,Substrate
C00001,7.6.2.2,Substrate
C00001,7.6.2.3,Substrate
C00001,7.6.2.4,Substrate
C00001,7.6.2.5,Substrate
C00001,7.6.2.6,Substrate
C00001,7.6.2.7,Substrate
C00001,7.6.2.8,Substrate
C00001,7.6.2.9,Substrate
C00001,7.6.2.10,Substrate
C00001,7.6.2.11,Substrate
C00001,7.6.2.12,Substrate
C00001,7.6.2.13,Substrate
C00001,7.6.2.14,Substrate
C00001,7.6.2.15,Substrate
C00001,7.6.2.16,Substrate
C01612,1.1.1.1,Substrate
C00006,1.1.1.3,Substrate
C00006,1.1.1.21,Substrate
C00001,1.1.1.22,Substrate
C00001,1.1.1.23,Substrate
C00006,1.1.1.34,Substrate
C00036,1.1.1.38,Substrate
C00036,1.1.1.40,Substrate
C05379,1.1.1.42,Substrate
C00006,1.1.1.43,Substrate
C00006,1.1.1.47,Substrate
C00006,1.1.1.50,Substrate
C00006,1.1.1.51,Substrate
C00006,1.1.1.60,Substrate
C00006,1.1.1.69,Substrate
C00006,1.1.1.71,Substrate
C00003,1.1.1.77,Substrate
C00006,1.1.1.81,Substrate
C04236,1.1.1.85,Substrate
C00003,1.1.1.88,Substrate
C00006,1.1.1.92,Substrate
C00006,1.1.1.94,Substrate
C03964,1.1.1.110,Substrate
C00006,1.1.1.111,Substrate
C00006,1.1.1.112,Substrate
C00001,1.1.1.115,Substrate
C00006,1.1.1.117,Substrate
C00006,1.1.1.130,Substrate
C00006,1.1.1.131,Substrate
C00001,1.1.1.132,Substrate
C00006,1.1.1.135,Substrate
C00001,1.1.1.136,Substrate
C00006,1.1.1.137,Substrate
C00006,1.1.1.147,Substrate
C00006,1.1.1.148,Substrate
C00006,1.1.1.149,Substrate
C00272,1.1.1.153,Substrate
C00006,1.1.1.154,Substrate
C00006,1.1.1.170,Substrate
C00006,1.1.1.185,Substrate
C00001,1.1.1.186,Substrate
C00006,1.1.1.187,Substrate
C00001,1.1.1.192,Substrate
C00001,1.1.1.205,Substrate
C00006,1.1.1.209,Substrate
C00006,1.1.1.213,Substrate
C00006,1.1.1.218,Substrate
C00006,1.1.1.232,Substrate
C00006,1.1.1.237,Substrate
C00006,1.1.1.256,Substrate
C00006,1.1.1.261,Substrate
C00006,1.1.1.264,Substrate
C00006,1.1.1.265,Substrate
C00006,1.1.1.266,Substrate
C11822,1.1.1.276,Substrate
C00006,1.1.1.281,Substrate
C00006,1.1.1.282,Substrate
C00006,1.1.1.284,Substrate
C00006,1.1.1.285,Substrate
C05662,1.1.1.286,Substrate
C00006,1.1.1.295,Substrate
C07276,1.1.1.297,Substrate
C00006,1.1.1.299,Substrate
C00006,1.1.1.302,Substrate
C00006,1.1.1.307,Substrate
C00001,1.1.1.308,Substrate
C00006,1.1.1.318,Substrate
C00006,1.1.1.319,Substrate
C00006,1.1.1.322,Substrate
C00006,1.1.1.323,Substrate
C20222,1.1.1.324,Substrate
C20264,1.1.1.325,Substrate
C00006,1.1.1.328,Substrate
C00006,1.1.1.329,Substrate
C00001,1.1.1.336,Substrate
C00006,1.1.1.344,Substrate
C00006,1.1.1.351,Substrate
C20501,1.1.1.352,Substrate
C20506,1.1.1.353,Substrate
C00006,1.1.1.356,Substrate
C00006,1.1.1.357,Substrate
C00006,1.1.1.359,Substrate
C00124,1.1.1.360,Substrate
C00006,1.1.1.363,Substrate
C00006,1.1.1.364,Substrate
C00006,1.1.1.367,Substrate
C00006,1.1.1.375,Substrate
C00006,1.1.1.376,Substrate
C00006,1.1.1.378,Substrate
C03508,1.1.1.381,Substrate
C00006,1.1.1.383,Substrate
C00006,1.1.1.386,Substrate
C11822,1.1.1.387,Substrate
C00001,1.1.1.394,Substrate
C18154,1.1.1.396,Substrate
C00001,1.1.1.398,Substrate
C21610,1.1.1.408,Substrate
C00006,1.1.1.417,Substrate
C09804,1.1.1.419,Substrate
C00006,1.1.1.426,Substrate
C00138,1.1.1.436,Substrate
C03289,1.1.3.8,Substrate
C00001,1.1.3.17,Substrate
C00001,1.1.3.23,Substrate
C01993,1.1.3.28,Substrate
C00001,1.1.3.29,Substrate
C00001,1.1.3.39,Substrate
C00001,1.1.3.47,Substrate
C00001,1.1.7.1,Substrate
C15594,1.1.99.29,Substrate
C21682,1.1.99.41,Substrate
C00001,1.2.1.3,Substrate
C00001,1.2.1.4,Substrate
C00006,1.2.1.5,Substrate
C00001,1.2.1.7,Substrate
C00001,1.2.1.8,Substrate
C00001,1.2.1.9,Substrate
C00003,1.2.1.10,Substrate
C00006,1.2.1.11,Substrate
C00003,1.2.1.12,Substrate
C00006,1.2.1.13,Substrate
C00006,1.2.1.15,Substrate
C00006,1.2.1.16,Substrate
C00006,1.2.1.17,Substrate
C00003,1.2.1.18,Substrate
C00001,1.2.1.19,Substrate
C00001,1.2.1.20,Substrate
C00001,1.2.1.21,Substrate
C00001,1.2.1.22,Substrate
C00001,1.2.1.23,Substrate
C00001,1.2.1.24,Substrate
C00003,1.2.1.25,Substrate
C00001,1.2.1.26,Substrate
C00001,1.2.1.27,Substrate
C00001,1.2.1.28,Substrate
C00001,1.2.1.29,Substrate
C00020,1.2.1.30,Substrate
C00006,1.2.1.31,Substrate
C00001,1.2.1.32,Substrate
C00001,1.2.1.33,Substrate
C00001,1.2.1.36,Substrate
C00009,1.2.1.38,Substrate
C00001,1.2.1.39,Substrate
C00006,1.2.1.41,Substrate
C00003,1.2.1.42,Substrate
C00006,1.2.1.44,Substrate
C00001,1.2.1.46,Substrate
C00001,1.2.1.47,Substrate
C00001,1.2.1.48,Substrate
C00001,1.2.1.49,Substrate
C00006,1.2.1.50,Substrate
C00006,1.2.1.51,Substrate
C00006,1.2.1.52,Substrate
C00001,1.2.1.53,Substrate
C00001,1.2.1.54,Substrate
C00003,1.2.1.57,Substrate
C00010,1.2.1.58,Substrate
C00003,1.2.1.59,Substrate
C00003,1.2.1.60,Substrate
C00001,1.2.1.61,Substrate
C00001,1.2.1.62,Substrate
C00001,1.2.1.63,Substrate
C00001,1.2.1.64,Substrate
C00001,1.2.1.65,Substrate
C00001,1.2.1.67,Substrate
C00003,1.2.1.68,Substrate
C00001,1.2.1.69,Substrate
C01641,1.2.1.70,Substrate
C00001,1.2.1.71,Substrate
C00001,1.2.1.72,Substrate
C00003,1.2.1.73,Substrate
C00003,1.2.1.74,Substrate
C00006,1.2.1.75,Substrate
C00006,1.2.1.76,Substrate
C00001,1.2.1.77,Substrate
C00001,1.2.1.78,Substrate
C00001,1.2.1.79,Substrate
C00003,1.2.1.80,Substrate
C00006,1.2.1.81,Substrate
C00001,1.2.1.82,Substrate
C00001,1.2.1.83,Substrate
C00080,1.2.1.84,Substrate
C00001,1.2.1.85,Substrate
C00003,1.2.1.86,Substrate
C00003,1.2.1.87,Substrate
C00001,1.2.1.88,Substrate
C00001,1.2.1.89,Substrate
C00006,1.2.1.90,Substrate
C00001,1.2.1.91,Substrate
C00006,1.2.1.92,Substrate
C00001,1.2.1.94,Substrate
C00020,1.2.1.95,Substrate
C00001,1.2.1.96,Substrate
C00006,1.2.1.97,Substrate
C00001,1.2.1.98,Substrate
C00001,1.2.1.99,Substrate
C00001,1.2.1.100,Substrate
C00020,1.2.1.101,Substrate
C00001,1.2.1.102,Substrate
C00003,1.2.1.104,Substrate
C00003,1.2.1.105,Substrate
C00006,1.2.1.106,Substrate
C00003,1.2.1.107,Substrate
C00007,1.2.3.1,Substrate
C00007,1.2.3.3,Substrate
C00080,1.2.3.4,Substrate
C00007,1.2.3.5,Substrate
C00007,1.2.3.6,Substrate
C00007,1.2.3.8,Substrate
C00001,1.2.3.9,Substrate
C00007,1.2.3.14,Substrate
C00007,1.2.3.15,Substrate
C00001,1.2.5.1,Substrate
C00001,1.2.5.2,Substrate
C00001,1.2.5.3,Substrate
C00139,1.2.7.1,Substrate
C00139,1.2.7.3,Substrate
C00139,1.2.7.4,Substrate
C00139,1.2.7.5,Substrate
C00139,1.2.7.7,Substrate
C00139,1.2.7.8,Substrate
C00139,1.2.7.11,Substrate
C00139,1.2.7.12,Substrate
C00001,1.2.99.6,Substrate
C00028,1.2.99.7,Substrate
C00028,1.2.99.8,Substrate
C00028,1.2.99.10,Substrate
C00906,1.3.1.1,Substrate
C00006,1.3.1.5,Substrate
C00006,1.3.1.24,Substrate
C00006,1.3.1.32,Substrate
C00006,1.3.1.47,Substrate
C00006,1.3.1.48,Substrate
C00006,1.3.1.67,Substrate
C00006,1.3.1.74,Substrate
C00006,1.3.1.77,Substrate
C00006,1.3.1.79,Substrate
C11952,1.3.1.81,Substrate
C12622,1.3.1.87,Substrate
C00006,1.3.1.96,Substrate
C00013,1.3.1.97,Substrate
C00006,1.3.1.101,Substrate
C00006,1.3.1.107,Substrate
C00138,1.3.1.108,Substrate
C00138,1.3.1.109,Substrate
C21380,1.3.1.112,Substrate
C21906,1.3.1.114,Substrate
C21909,1.3.1.115,Substrate
