Name,miRNA
Gpr123,mmu-miR-466l-5p
Gpr123,mmu-miR-669m-3p
Gpr123,mmu-miR-669m-3p
Gpr123,mmu-miR-669m-3p
Gpr123,mmu-miR-466n-3p
Gpr123,mmu-miR-466n-3p
Gpr123,mmu-miR-466n-3p
Gpr123,mmu-miR-466a-3p
Gpr123,mmu-miR-466a-3p
Gpr123,mmu-miR-466a-3p
Gpr123,mmu-miR-466d-3p
Gpr123,mmu-miR-466d-3p
Gpr123,mmu-miR-466d-3p
Gpr123,mmu-miR-297b-3p
Gpr123,mmu-miR-297b-3p
Gpr123,mmu-miR-297b-3p
Gpr123,mmu-miR-466e-3p
Gpr123,mmu-miR-466e-3p
Gpr123,mmu-miR-466e-3p
Gpr123,mmu-miR-467g
Gpr123,mmu-miR-467g
Gpr123,mmu-miR-467g
Gpr123,mmu-miR-380-3p
Gpr123,mmu-miR-380-3p
Gpr123,mmu-miR-466d-5p
Gpr123,mmu-miR-466d-5p
Gpr123,mmu-miR-466d-5p
Gpr123,mmu-miR-466i-5p
Gpr123,mmu-miR-466i-5p
Gpr123,mmu-miR-466i-5p
Gpr123,mmu-miR-466k
Gpr123,mmu-miR-466k
Gpr123,mmu-miR-466k
Gpr12,mmu-miR-495-3p
Gpr12,mmu-miR-1192
Gpr12,mmu-miR-3098-5p
Gpr12,mmu-miR-150-5p
Gpr12,mmu-miR-5127
Gpd1l,mmu-miR-466m-3p
Gpd1l,mmu-miR-466o-3p
Gpd1l,mmu-miR-342-3p
Gpd1l,mmu-miR-342-3p
Gpd1l,mmu-miR-377-3p
Gpd1l,mmu-miR-377-3p
Gpc6,mmu-miR-344d-3p
Gpc6,mmu-miR-410-3p
Gpc6,mmu-miR-344e-3p
Gpc6,mmu-miR-374b-5p
Gpc6,mmu-miR-369-3p
Gopc,mmu-miR-494-3p
Gng2,mmu-miR-1933-5p
Gng2,mmu-miR-3087-3p
Gng2,mmu-miR-3470b
Gng12,mmu-miR-875-3p
Gng12,mmu-miR-199a-3p
Gng12,mmu-miR-199b-3p
Gnb4,mmu-miR-466k
Gnb4,mmu-miR-466l-5p
Gnb4,mmu-miR-466d-5p
Gnb4,mmu-miR-466i-5p
Gnb4,mmu-miR-669f-3p
Gnb4,mmu-miR-669f-3p
Gnb4,mmu-miR-467f
Gnb4,mmu-miR-467f
Gnb4,mmu-miR-466f-3p
Gnb4,mmu-miR-466f-3p
Gnb4,mmu-miR-329-3p
Gnb4,mmu-miR-329-3p
Gnb4,mmu-miR-362-3p
Gnb4,mmu-miR-362-3p
Gnb4,mmu-miR-466i-3p
Gnb4,mmu-miR-466i-3p
Gnb4,mmu-miR-297a-5p
Gnb4,mmu-miR-297a-5p
Gnb4,mmu-miR-297c-5p
Gnb4,mmu-miR-297c-5p
Gnb4,mmu-miR-297b-5p
Gnb4,mmu-miR-297b-5p
Gnb4,mmu-miR-1198-5p
Gnb4,mmu-miR-1198-5p
Gnb4,mmu-miR-511-3p
Gnb4,mmu-miR-511-3p
Gnb4,mmu-miR-466p-5p
Gnb4,mmu-miR-466p-5p
Gnb4,mmu-miR-466a-5p
Gnb4,mmu-miR-466a-5p
Gnb4,mmu-miR-1187
Gnb4,mmu-miR-1187
Gnb4,mmu-miR-466e-5p
Gnb4,mmu-miR-466e-5p
Gnaz,mmu-miR-129-5p
Gnaz,mmu-miR-742-3p
Gna13,mmu-miR-466l-5p
Gna13,mmu-miR-466l-5p
Gna13,mmu-miR-466l-5p
Gna13,mmu-miR-466l-5p
Gna13,mmu-miR-466k
Gna13,mmu-miR-466k
Gna13,mmu-miR-466k
Gna13,mmu-miR-466k
Gna13,mmu-miR-466i-5p
Gna13,mmu-miR-466i-5p
Gna13,mmu-miR-466i-5p
Gna13,mmu-miR-466i-5p
Gna13,mmu-miR-466d-5p
Gna13,mmu-miR-466d-5p
Gna13,mmu-miR-466d-5p
Gna13,mmu-miR-466d-5p
Gmeb1,mmu-miR-494-3p
Gmeb1,mmu-miR-494-3p
Gmeb1,mmu-miR-494-3p
Gmeb1,mmu-miR-466i-3p
Gmeb1,mmu-miR-466i-3p
Gmeb1,mmu-miR-466i-3p
Gmeb1,mmu-miR-466i-3p
Gmeb1,mmu-miR-362-3p
Gmeb1,mmu-miR-362-3p
Gmeb1,mmu-miR-362-3p
Gmeb1,mmu-miR-362-3p
Gmeb1,mmu-miR-329-3p
Gmeb1,mmu-miR-329-3p
Gmeb1,mmu-miR-329-3p
Gmeb1,mmu-miR-329-3p
Gmeb1,mmu-miR-3572-3p
Gmeb1,mmu-miR-3572-3p
Gmeb1,mmu-miR-3572-3p
Gmeb1,mmu-miR-466f-3p
Gmeb1,mmu-miR-466f-3p
Gmeb1,mmu-miR-466f-3p
Gmeb1,mmu-miR-466f-3p
Gmeb1,mmu-miR-5101
Gm6531,mmu-miR-1896
Gm6531,mmu-miR-1896
Gm6531,mmu-miR-129-2-3p
Gm6531,mmu-miR-129-2-3p
Gm6531,mmu-miR-129-1-3p
Gm6531,mmu-miR-129-1-3p
Gm6531,mmu-miR-3064-5p
Gm6531,mmu-miR-3064-5p
Gm6531,mmu-miR-3085-3p
Gm6531,mmu-miR-3085-3p
Tmem178b,mmu-miR-152-3p
Tmem178b,mmu-miR-152-3p
Tmem178b,mmu-miR-152-3p
Tmem178b,mmu-miR-152-3p
Tmem178b,mmu-miR-148a-3p
Tmem178b,mmu-miR-148a-3p
Tmem178b,mmu-miR-148a-3p
Tmem178b,mmu-miR-148a-3p
Tmem178b,mmu-miR-148b-3p
Tmem178b,mmu-miR-148b-3p
Tmem178b,mmu-miR-148b-3p
Tmem178b,mmu-miR-148b-3p
Tmem178b,mmu-miR-770-5p
Tmem178b,mmu-miR-770-5p
Tmem178b,mmu-miR-770-5p
Tmem178b,mmu-miR-770-5p
Tmem178b,mmu-miR-767
Tmem178b,mmu-miR-767
Tmem178b,mmu-miR-767
Tmem178b,mmu-miR-767
Tmem178b,mmu-miR-489-3p
Tmem178b,mmu-miR-425-5p
Tmem178b,mmu-miR-128-3p
Tmem178b,mmu-miR-128-3p
Tmem178b,mmu-miR-128-3p
Tmem178b,mmu-miR-128-3p
Gm13476,mmu-miR-466f-3p
Gm13476,mmu-miR-329-3p
Gm13476,mmu-miR-362-3p
Gm13476,mmu-miR-466i-3p
Gm13476,mmu-miR-466o-3p
Gm13476,mmu-miR-466m-3p
Gm13476,mmu-miR-466q
Glra2,mmu-miR-669f-3p
Glra2,mmu-miR-466n-3p
Glra2,mmu-miR-669m-3p
Glra2,mmu-miR-467g
Glra2,mmu-miR-466e-3p
Glra2,mmu-miR-297b-3p
Glra2,mmu-miR-466a-3p
Glra2,mmu-miR-466d-3p
Glra2,mmu-miR-376c-3p
Glcci1,mmu-miR-693-5p
Gja5,mmu-miR-466q
Gja5,mmu-miR-466q
Gja5,mmu-miR-466q
Gja5,mmu-miR-466q
Gga2,mmu-miR-344f-5p
Gfra2,mmu-miR-338-5p
Gfra2,mmu-miR-369-3p
Gfra2,mmu-miR-374c-5p
Gfpt1,mmu-miR-1905
Gfpt1,mmu-miR-126a-5p
Gfod1,mmu-miR-466p-5p
Gfod1,mmu-miR-466a-5p
Gfod1,mmu-miR-466e-5p
Gfod1,mmu-miR-1187
Gfod1,mmu-miR-466i-5p
Gfod1,mmu-miR-466d-5p
Gfod1,mmu-miR-466l-5p
Gfod1,mmu-miR-466k
Gfod1,mmu-miR-297b-5p
Gfod1,mmu-miR-297c-5p
Gfod1,mmu-miR-297a-5p
Gfod1,mmu-miR-466i-3p
Gfod1,mmu-miR-362-3p
Gfod1,mmu-miR-329-3p
Gfod1,mmu-miR-875-5p
Gfod1,mmu-miR-466n-3p
Gdi1,mmu-miR-692
Gdi1,mmu-miR-692
Gdi1,mmu-miR-692
Gdi1,mmu-miR-692
Gdi1,mmu-miR-692
Gda,mmu-miR-207
Gda,mmu-miR-1894-5p
Paxbp1,mmu-miR-323-5p
Paxbp1,mmu-miR-669f-3p
Paxbp1,mmu-miR-669f-3p
Paxbp1,mmu-miR-669f-3p
Paxbp1,mmu-miR-297b-3p
Paxbp1,mmu-miR-297b-3p
Paxbp1,mmu-miR-297b-3p
Paxbp1,mmu-miR-467g
Paxbp1,mmu-miR-467g
Paxbp1,mmu-miR-467g
Paxbp1,mmu-miR-466d-3p
Paxbp1,mmu-miR-466d-3p
Paxbp1,mmu-miR-466d-3p
Paxbp1,mmu-miR-466e-3p
Paxbp1,mmu-miR-466e-3p
Paxbp1,mmu-miR-466e-3p
Paxbp1,mmu-miR-466a-3p
Paxbp1,mmu-miR-466a-3p
Paxbp1,mmu-miR-466a-3p
Paxbp1,mmu-miR-466n-3p
Paxbp1,mmu-miR-466n-3p
Paxbp1,mmu-miR-466n-3p
Paxbp1,mmu-miR-466q
Paxbp1,mmu-miR-466q
Paxbp1,mmu-miR-466q
Paxbp1,mmu-miR-669m-3p
Paxbp1,mmu-miR-669m-3p
Paxbp1,mmu-miR-669m-3p
Paxbp1,mmu-miR-467f
Paxbp1,mmu-miR-539-3p
Paxbp1,mmu-miR-381-3p
Paxbp1,mmu-miR-466l-3p
Paxbp1,mmu-miR-466l-3p
Gbp7,mmu-miR-374c-5p
Gbp7,mmu-miR-374c-5p
Gata6,mmu-miR-1264-3p
Gas2l3,mmu-miR-3077-3p
Gas2l3,mmu-miR-3077-3p
Gas2l3,mmu-miR-5102
Gas2l3,mmu-miR-5102
Gas2l3,mmu-miR-1188-5p
Gas2l3,mmu-miR-1188-5p
Gas2l3,mmu-miR-139-5p
Gas2l3,mmu-miR-139-5p
Gas2l3,mmu-miR-466p-3p
Gas2l3,mmu-miR-466p-3p
Gas2l3,mmu-miR-466c-3p
Gas2l3,mmu-miR-466c-3p
Gas2l3,mmu-miR-466b-3p
Gas2l3,mmu-miR-466b-3p
Gas2l3,mmu-miR-1264-3p
Gas2l3,mmu-miR-1264-3p
Gas2l3,mmu-miR-466l-3p
Gas2l3,mmu-miR-466l-3p
Galnt13,mmu-miR-669c-5p
Galnt13,mmu-miR-669o-5p
Galnt13,mmu-miR-692
Galnt13,mmu-miR-692
Galnt13,mmu-miR-692
Gad2,mmu-miR-1896
Gad2,mmu-miR-1896
Gad2,mmu-miR-129-1-3p
Gad2,mmu-miR-129-1-3p
Gad2,mmu-miR-129-2-3p
Gad2,mmu-miR-129-2-3p
Gabrb2,mmu-miR-3103-3p
Gabra2,mmu-miR-466o-3p
Gabra2,mmu-miR-466b-3p
Gabra2,mmu-miR-466p-3p
Gabra2,mmu-miR-466c-3p
Gabra2,mmu-miR-466m-3p
Gabra2,mmu-miR-376c-3p
Gabra2,mmu-miR-466n-3p
Gabra2,mmu-miR-669m-3p
Gabra2,mmu-miR-466e-3p
Gabra2,mmu-miR-466a-3p
Gabra2,mmu-miR-297b-3p
Gabra2,mmu-miR-467g
Gabra2,mmu-miR-466d-3p
Gabra2,mmu-miR-669f-3p
Gabra2,mmu-miR-1b-5p
Gabpb2,mmu-miR-5098
Gabpb2,mmu-miR-466c-3p
Gabpb2,mmu-miR-466p-3p
Gabpb2,mmu-miR-466b-3p
Gabpb2,mmu-miR-1b-5p
Gabpb2,mmu-miR-466o-3p
Gabpb2,mmu-miR-466m-3p
G3bp2,mmu-miR-3074-2-3p
G3bp2,mmu-miR-129-5p
G3bp2,mmu-miR-3087-3p
Fzd6,mmu-miR-1192
Fzd6,mmu-miR-495-3p
Fzd6,mmu-miR-3065-5p
Fzd6,mmu-miR-742-3p
Fzd5,mmu-miR-410-3p
Fzd5,mmu-miR-344e-3p
Fzd5,mmu-miR-344d-3p
Fzd5,mmu-miR-369-3p
Fzd5,mmu-miR-374b-5p
Fzd5,mmu-miR-669f-3p
Fzd3,mmu-miR-323-3p
Fzd3,mmu-miR-467f
Fzd3,mmu-miR-669m-3p
Fzd3,mmu-miR-466n-3p
Fzd3,mmu-miR-466a-3p
Fzd3,mmu-miR-467g
Fzd3,mmu-miR-297b-3p
Fzd3,mmu-miR-466e-3p
Fzd3,mmu-miR-466d-3p
Fzd3,mmu-miR-376c-3p
Fzd3,mmu-miR-669f-3p
Fzd2,mmu-miR-669e-5p
Fzd2,mmu-miR-544-5p
Fzd1,mmu-miR-183-5p
Fzd1,mmu-miR-410-3p
Fzd1,mmu-miR-344d-3p
Fzd1,mmu-miR-344e-3p
Fzd1,mmu-miR-3059-5p
Fyttd1,mmu-miR-494-3p
Fundc2,mmu-miR-380-5p
Fundc2,mmu-miR-3066-5p
Fubp3,mmu-miR-3065-5p
Fubp3,mmu-miR-3065-5p
Fubp3,mmu-miR-495-3p
Fubp3,mmu-miR-495-3p
Fubp3,mmu-miR-1192
Fubp3,mmu-miR-1192
Fubp1,mmu-miR-342-3p
Fubp1,mmu-miR-342-3p
Fubp1,mmu-miR-342-3p
Fubp1,mmu-miR-3102-5p
Fubp1,mmu-miR-3102-5p
Fubp1,mmu-miR-3102-5p
Fubp1,mmu-miR-3102-5p
Fubp1,mmu-miR-377-3p
Fubp1,mmu-miR-377-3p
Fubp1,mmu-miR-377-3p
Fubp1,mmu-miR-377-3p
Fubp1,mmu-miR-3092-3p
Fsd1l,mmu-miR-410-3p
Fsd1l,mmu-miR-344d-3p
Fsd1l,mmu-miR-344e-3p
Fsd1l,mmu-miR-590-3p
Frmpd4,mmu-miR-374b-5p
Frmpd4,mmu-miR-509-3p
Frmpd4,mmu-miR-568
Frmd6,mmu-miR-3095-5p
Frmd6,mmu-miR-3095-5p
Frmd6,mmu-miR-208a-5p
Frmd6,mmu-miR-208a-5p
Frmd6,mmu-miR-1b-5p
Frmd6,mmu-miR-1b-5p
Frmd3,mmu-miR-362-3p
Frmd3,mmu-miR-362-3p
Frmd3,mmu-miR-362-3p
Frmd3,mmu-miR-362-3p
Frmd3,mmu-miR-329-3p
Frmd3,mmu-miR-329-3p
Frmd3,mmu-miR-329-3p
Frmd3,mmu-miR-329-3p
Frmd3,mmu-miR-1306-5p
Frmd3,mmu-miR-1306-5p
Frmd3,mmu-miR-1306-5p
Frmd3,mmu-miR-1306-5p
Frmd3,mmu-miR-203-3p
Frmd3,mmu-miR-203-3p
Frmd3,mmu-miR-203-3p
Frmd3,mmu-miR-203-3p
Frmd3,mmu-miR-342-3p
Frmd3,mmu-miR-342-3p
Frmd3,mmu-miR-342-3p
Frmd3,mmu-miR-377-3p
Frmd3,mmu-miR-377-3p
Frmd3,mmu-miR-377-3p
Frmd3,mmu-miR-377-3p
Frk,mmu-miR-292a-5p
Frk,mmu-miR-290a-5p
Frat2,mmu-miR-466i-3p
Frat2,mmu-miR-466i-3p
Frat2,mmu-miR-466i-3p
Frat2,mmu-miR-362-3p
Frat2,mmu-miR-362-3p
Frat2,mmu-miR-362-3p
Frat2,mmu-miR-362-3p
Frat2,mmu-miR-329-3p
Frat2,mmu-miR-329-3p
Frat2,mmu-miR-329-3p
Frat2,mmu-miR-329-3p
Foxq1,mmu-miR-381-3p
Foxq1,mmu-miR-539-3p
Foxq1,mmu-miR-669f-3p
Foxq1,mmu-miR-467f
Foxp2,mmu-miR-5101
Foxq1,mmu-miR-466f-3p
Foxp2,mmu-miR-208a-3p
Foxp2,mmu-miR-208b-3p
Foxp2,mmu-miR-499-5p
Foxp1,mmu-miR-5101
Foxo1,mmu-miR-694
Foxo1,mmu-miR-694
Foxk2,mmu-miR-465a-3p
Foxk2,mmu-miR-465b-3p
Foxk2,mmu-miR-465c-3p
Foxk2,mmu-miR-485-5p
Foxk2,mmu-miR-879-5p
Foxk2,mmu-miR-1962
Foxk1,mmu-miR-494-3p
Foxk1,mmu-miR-466l-5p
Foxk1,mmu-miR-466l-5p
Foxk1,mmu-miR-466i-5p
Foxk1,mmu-miR-466i-5p
Foxk1,mmu-miR-466k
Foxk1,mmu-miR-466k
Foxk1,mmu-miR-466d-5p
Foxk1,mmu-miR-466d-5p
Foxk1,mmu-miR-466n-5p
Foxk1,mmu-miR-466n-5p
Foxk1,mmu-miR-466m-5p
Foxk1,mmu-miR-466m-5p
Foxk1,mmu-miR-466h-5p
Foxk1,mmu-miR-466h-5p
Foxk1,mmu-miR-669m-5p
Foxk1,mmu-miR-669m-5p
Foxk1,mmu-miR-466j
Foxk1,mmu-miR-466j
Foxk1,mmu-miR-210-3p
Foxk1,mmu-miR-210-3p
Foxk1,mmu-miR-466q
Foxk1,mmu-miR-466q
Foxj3,mmu-miR-362-3p
Foxj3,mmu-miR-362-3p
Foxj3,mmu-miR-362-3p
Foxj3,mmu-miR-329-3p
Foxj3,mmu-miR-329-3p
Foxj3,mmu-miR-329-3p
Foxj3,mmu-miR-703
Foxj3,mmu-miR-703
Foxj3,mmu-miR-703
Foxj3,mmu-miR-703
Foxj3,mmu-miR-375-3p
Foxj3,mmu-miR-375-3p
Foxj3,mmu-miR-375-3p
Foxj3,mmu-miR-466i-3p
Foxj3,mmu-miR-466i-3p
Foxj3,mmu-miR-466i-3p
Foxf2,mmu-miR-329-3p
Foxf2,mmu-miR-329-3p
Foxf2,mmu-miR-329-3p
Foxf2,mmu-miR-329-3p
Foxf2,mmu-miR-329-3p
Foxf2,mmu-miR-362-3p
Foxf2,mmu-miR-362-3p
Foxf2,mmu-miR-362-3p
Foxf2,mmu-miR-362-3p
Foxf2,mmu-miR-362-3p
Foxf2,mmu-miR-343
Foxf2,mmu-miR-343
Foxf2,mmu-miR-343
Foxf2,mmu-miR-343
Foxf2,mmu-miR-211-5p
Foxf2,mmu-miR-211-5p
Foxf2,mmu-miR-211-5p
Foxf2,mmu-miR-211-5p
Foxf2,mmu-miR-204-5p
Foxf2,mmu-miR-204-5p
Foxf2,mmu-miR-204-5p
Foxf2,mmu-miR-204-5p
Foxf2,mmu-miR-694
Foxf2,mmu-miR-694
Foxf2,mmu-miR-694
Foxc2,mmu-miR-3065-5p
Fndc1,mmu-miR-574-5p
Fndc1,mmu-miR-467f
Fndc1,mmu-miR-466f-3p
Fndc1,mmu-miR-466i-3p
Fndc1,mmu-miR-362-3p
Fndc1,mmu-miR-329-3p
Fndc1,mmu-miR-3074-1-3p
Fndc1,mmu-miR-291a-5p
Fndc1,mmu-miR-291b-5p
Fndc1,mmu-miR-3062-5p
Fndc1,mmu-miR-669h-3p
Fndc1,mmu-miR-669k-3p
Fndc1,mmu-miR-448-3p
Fndc1,mmu-miR-669j
Fndc1,mmu-miR-669i
Fndc1,mmu-miR-669f-3p
Fmn1,mmu-miR-3572-3p
Flrt2,mmu-miR-335-3p
Flrt2,mmu-miR-335-3p
Flrt1,mmu-miR-675-3p
Flrt1,mmu-miR-466l-5p
Flrt1,mmu-miR-466l-5p
Flrt1,mmu-miR-466d-5p
Flrt1,mmu-miR-466d-5p
Flrt1,mmu-miR-466k
Flrt1,mmu-miR-466k
Flrt1,mmu-miR-466i-5p
Flrt1,mmu-miR-466i-5p
Fkbp9,mmu-miR-742-3p
Fkbp9,mmu-miR-202-5p
Fkbp9,mmu-miR-380-3p
Fhod1,mmu-miR-466f-5p
Fhod1,mmu-miR-466f-5p
Fhod1,mmu-miR-467f
Fhod1,mmu-miR-467f
Fhod1,mmu-miR-467f
Fhod1,mmu-miR-466f-3p
Fhod1,mmu-miR-466f-3p
Fhod1,mmu-miR-466f-3p
Fgl2,mmu-miR-199a-5p
Fgl2,mmu-miR-684
Fgl2,mmu-miR-204-5p
Fgl2,mmu-miR-211-5p
Fgl2,mmu-miR-532-5p
Fgf5,mmu-miR-337-3p
Fgf5,mmu-miR-337-3p
Fgf5,mmu-miR-337-3p
Fgf5,mmu-miR-466i-3p
Fgf5,mmu-miR-466i-3p
Fgf5,mmu-miR-466i-3p
Fgf16,mmu-miR-203-3p
Fgf16,mmu-miR-466l-3p
Fgf16,mmu-miR-344e-3p
Fgf16,mmu-miR-344d-3p
Fgf16,mmu-miR-410-3p
Fem1b,mmu-miR-490-5p
Fbxo45,mmu-miR-669m-3p
Fbxo45,mmu-miR-1b-5p
Fbxo45,mmu-miR-466b-3p
Fbxo45,mmu-miR-466c-3p
Fbxo45,mmu-miR-466p-3p
Fbxo45,mmu-miR-466o-3p
Fbxo45,mmu-miR-466m-3p
Fbxo45,mmu-miR-466d-3p
Fbxo45,mmu-miR-466e-3p
Fbxo45,mmu-miR-297b-3p
Fbxo45,mmu-miR-467g
Fbxo45,mmu-miR-466a-3p
Fbxo41,mmu-miR-409-3p
Fbxo32,mmu-miR-3098-5p
Fbxo32,mmu-miR-3098-5p
Fbxo32,mmu-miR-384-3p
Fbxo32,mmu-miR-384-3p
Fbxl20,mmu-miR-410-3p
Fbxl20,mmu-miR-344d-3p
Fbxl20,mmu-miR-344e-3p
Fbxl17,mmu-miR-5098
Fbxl17,mmu-miR-5098
Fbxl17,mmu-miR-362-3p
Fbxl17,mmu-miR-362-3p
Fbxl17,mmu-miR-329-3p
Fbxl17,mmu-miR-329-3p
Fbxl17,mmu-miR-466i-3p
Fbxl17,mmu-miR-466i-3p
Fbxl17,mmu-miR-466f-3p
Fbxl17,mmu-miR-466f-3p
Fbxl17,mmu-miR-23a-3p
Fbxl17,mmu-miR-23a-3p
Fbxl17,mmu-miR-23a-3p
Fbxl17,mmu-miR-23b-3p
Fbxl17,mmu-miR-23b-3p
Fbxl17,mmu-miR-23b-3p
Fbxl16,mmu-miR-3473c
Fbxl16,mmu-miR-3473c
Fbxl16,mmu-miR-3473c
Fbxl16,mmu-miR-3473c
Fbxl16,mmu-miR-343
Fbxl16,mmu-miR-343
Fbxl16,mmu-miR-343
Fbxl16,mmu-miR-343
Fbxl16,mmu-miR-3064-5p
Fbxl16,mmu-miR-3064-5p
Fbxl16,mmu-miR-3064-5p
Fbxl16,mmu-miR-3064-5p
Fbxl16,mmu-miR-3085-3p
Fbxl16,mmu-miR-3085-3p
Fbxl16,mmu-miR-3085-3p
Fbxl16,mmu-miR-3085-3p
Fbxl14,mmu-miR-669n
Fbxl14,mmu-miR-5104
Fbxl14,mmu-miR-218-5p
Fbxl14,mmu-miR-335-3p
Fbxl14,mmu-miR-1b-5p
Fbxl14,mmu-miR-1b-5p
Fbxl14,mmu-miR-1b-5p
Fbxl14,mmu-miR-1b-5p
Fbxl14,mmu-miR-466c-3p
Fbxl14,mmu-miR-466c-3p
Fbxl14,mmu-miR-466c-3p
Fbxl14,mmu-miR-466c-3p
Fbxl14,mmu-miR-466p-3p
Fbxl14,mmu-miR-466p-3p
Fbxl14,mmu-miR-466p-3p
Fbxl14,mmu-miR-466p-3p
Fbxl14,mmu-miR-466b-3p
Fbxl14,mmu-miR-466b-3p
Fbxl14,mmu-miR-466b-3p
Fbxl14,mmu-miR-466b-3p
Fbxl14,mmu-miR-466o-3p
Fbxl14,mmu-miR-466o-3p
Fbxl14,mmu-miR-466o-3p
Fbxl14,mmu-miR-466o-3p
Fbxl14,mmu-miR-466m-3p
Fbxl14,mmu-miR-466m-3p
Fbxl14,mmu-miR-466m-3p
Fbxl14,mmu-miR-466m-3p
Fbxl14,mmu-miR-466f-3p
Fbxl14,mmu-miR-466f-3p
Fbxl14,mmu-miR-466f-3p
Fbxl14,mmu-miR-466f-3p
Fbxl14,mmu-miR-362-3p
Fbxl14,mmu-miR-362-3p
Fbxl14,mmu-miR-362-3p
Fbxl14,mmu-miR-362-3p
Fbxl14,mmu-miR-329-3p
Fbxl14,mmu-miR-329-3p
Fbxl14,mmu-miR-329-3p
Fbxl14,mmu-miR-329-3p
Fbxl14,mmu-miR-669f-3p
Fbxl14,mmu-miR-669f-3p
Fbxl14,mmu-miR-669f-3p
Fbxl14,mmu-miR-669f-3p
Fbxl14,mmu-miR-669m-3p
Fbxl14,mmu-miR-669m-3p
Fbxl14,mmu-miR-669m-3p
Fbxl14,mmu-miR-669m-3p
Fbxl14,mmu-let-7i-5p
Fbxl14,mmu-miR-1961
Fbxl14,mmu-miR-98-5p
Fbxl14,mmu-let-7f-5p
Fbxl14,mmu-let-7e-5p
Fbxl14,mmu-let-7c-5p
Fbxl14,mmu-let-7d-5p
Fbxl14,mmu-let-7a-5p
Fbxl14,mmu-let-7g-5p
Fbxl14,mmu-let-7b-5p
Fbxl14,mmu-miR-3062-5p
Fbxl14,mmu-miR-201-5p
Fat3,mmu-miR-141-3p
Fat3,mmu-miR-200a-3p
Fat3,mmu-miR-7a-5p
Fam83d,mmu-miR-706
Fam83d,mmu-miR-539-5p
Fam83d,mmu-miR-19b-3p
Fam83d,mmu-miR-19a-3p
Fam78b,mmu-miR-344f-5p
Fam78b,mmu-miR-344f-5p
Fam78b,mmu-miR-344f-5p
Fam78b,mmu-miR-344f-5p
Fam78b,mmu-miR-223-3p
Fam78b,mmu-miR-223-3p
Fam78b,mmu-miR-223-3p
Fam78b,mmu-miR-223-3p
Fam78b,mmu-miR-664-3p
Fam63b,mmu-miR-669m-3p
Fam63b,mmu-miR-466n-3p
Fam63b,mmu-miR-466a-3p
Fam63b,mmu-miR-466e-3p
Fam63b,mmu-miR-297b-3p
Fam63b,mmu-miR-466d-3p
Fam63b,mmu-miR-467g
Fam63b,mmu-miR-669f-3p
Fam53c,mmu-miR-466q
Fam53c,mmu-miR-466q
Fam53c,mmu-miR-466i-3p
Fam53c,mmu-miR-362-3p
Fam53c,mmu-miR-329-3p
Fam53c,mmu-miR-377-3p
Fam53c,mmu-miR-377-3p
Fam53c,mmu-miR-342-3p
Fam53c,mmu-miR-342-3p
Fam46d,mmu-miR-188-5p
Fam46a,mmu-miR-344e-3p
Fam46a,mmu-miR-410-3p
Fam46a,mmu-miR-344d-3p
Fam46a,mmu-miR-374b-5p
Fam46a,mmu-miR-1198-5p
Fam46a,mmu-miR-511-3p
Fam46a,mmu-miR-1187
Fam46a,mmu-miR-466p-5p
Fam46a,mmu-miR-466e-5p
Fam46a,mmu-miR-466a-5p
Fam46a,mmu-miR-467f
Fam46a,mmu-miR-362-3p
Fam46a,mmu-miR-329-3p
Fam46a,mmu-miR-466i-3p
Fam46a,mmu-miR-669f-3p
Fam46a,mmu-miR-466f-3p
Strip1,mmu-miR-384-5p
Strip1,mmu-miR-30a-5p
Strip1,mmu-miR-30b-5p
Strip1,mmu-miR-30c-5p
Strip1,mmu-miR-30d-5p
Strip1,mmu-miR-466f-3p
Tmem236,mmu-miR-466a-3p
Tmem236,mmu-miR-466d-3p
Tmem236,mmu-miR-467g
Tmem236,mmu-miR-466n-3p
Tmem236,mmu-miR-297b-3p
Tmem236,mmu-miR-669m-3p
Tmem236,mmu-miR-466e-3p
Tmem236,mmu-miR-669f-3p
Tmem236,mmu-miR-669f-3p
Tmem236,mmu-miR-466i-5p
Tmem236,mmu-miR-466i-5p
Tmem236,mmu-miR-466i-5p
Tmem236,mmu-miR-466l-5p
Tmem236,mmu-miR-466l-5p
Tmem236,mmu-miR-466l-5p
Tmem236,mmu-miR-466d-5p
Tmem236,mmu-miR-466d-5p
Tmem236,mmu-miR-466d-5p
Tmem236,mmu-miR-466k
Tmem236,mmu-miR-466k
Tmem236,mmu-miR-466k
Tmem236,mmu-miR-320-3p
Tmem236,mmu-miR-320-3p
Fam19a1,mmu-miR-3100-5p
Fam19a1,mmu-miR-450b-3p
Fam198b,mmu-miR-126a-5p
Fam198b,mmu-miR-126a-5p
Fam178a,mmu-miR-590-3p
Fam178a,mmu-miR-1981-5p
Fam178a,mmu-miR-1971
Fam178a,mmu-miR-1192
Fam178a,mmu-miR-495-3p
Fam178a,mmu-miR-742-3p
Fam178a,mmu-miR-466q
Fam178a,mmu-miR-466q
Fam160b2,mmu-miR-3104-3p
Fam160b2,mmu-miR-3104-3p
Fam160b2,mmu-miR-23b-3p
Fam160b2,mmu-miR-23b-3p
Fam160b2,mmu-miR-23b-3p
Fam160b2,mmu-miR-23b-3p
Fam160b2,mmu-miR-23b-3p
Fam160b2,mmu-miR-23a-3p
Fam160b2,mmu-miR-23a-3p
Fam160b2,mmu-miR-23a-3p
