CPD,Enzyme,ACIN
C20157,1.2.3.1,IN
C00031,1.2.4.1,IN
C00158,1.2.4.1,IN
C00284,1.2.4.1,IN
C01413,1.2.4.1,IN
C02441,1.2.4.1,IN
C03444,1.2.4.1,IN
C13881,1.2.4.1,IN
C19610,1.2.4.1,IN
C00004,1.2.4.2,AC
C00008,1.2.4.2,AC
C00051,1.2.4.2,AC
C00068,1.2.4.2,AC
C00469,1.2.4.2,AC
C07593,1.2.4.2,AC
C00003,1.2.4.2,IN
C00027,1.2.4.2,IN
C00068,1.2.4.4,AC
C00233,1.2.4.4,AC
C00248,1.2.4.4,AC
C00378,1.2.4.4,AC
C07649,1.2.4.4,AC
C00002,1.2.4.4,IN
C00004,1.2.4.4,IN
C00141,1.2.4.4,IN
C00630,1.2.4.4,IN
C00671,1.2.4.4,IN
C02939,1.2.4.4,IN
C06008,1.2.4.4,IN
C06916,1.2.4.4,IN
C00002,1.20.4.1,IN
C00004,1.20.4.1,IN
C00008,1.20.4.1,IN
C11171,1.20.4.2,IN
C00016,1.21.1.1,AC
C00061,1.21.1.1,AC
C00928,1.21.1.1,AC
C00604,1.21.1.1,IN
C01060,1.21.1.1,IN
C02441,1.21.1.1,IN
C04178,1.21.1.1,IN
C05668,1.21.1.1,IN
C12059,1.21.1.1,IN
C14194,1.21.1.1,IN
C14380,1.21.1.1,IN
C00575,1.21.99.3,AC
C00777,1.21.99.3,AC
C05151,1.21.99.3,AC
C06770,1.21.99.3,AC
C01829,1.21.99.3,IN
C01850,1.21.99.3,IN
C02465,1.21.99.3,IN
C03951,1.21.99.3,IN
C06685,1.21.99.3,IN
C07639,1.21.99.3,IN
C08217,1.21.99.3,IN
C08576,1.21.99.3,IN
C10788,1.21.99.3,IN
C00284,1.21.99.4,AC
C00575,1.21.99.4,AC
C00777,1.21.99.4,AC
C07056,1.21.99.4,AC
C07407,1.21.99.4,AC
C15643,1.21.99.4,AC
C00796,1.21.99.4,IN
C00805,1.21.99.4,IN
C01541,1.21.99.4,IN
C01829,1.21.99.4,IN
C05851,1.21.99.4,IN
C06823,1.21.99.4,IN
C07569,1.21.99.4,IN
C07639,1.21.99.4,IN
C08193,1.21.99.4,IN
C08217,1.21.99.4,IN
C19304,1.21.99.4,IN
C03479,1.3.1.1,AC
C06911,1.3.1.1,AC
C00106,1.3.1.1,IN
C07044,1.3.1.1,IN
C00005,1.3.1.102,IN
C00006,1.3.1.102,IN
C00038,1.3.1.102,IN
C06916,1.3.1.124,AC
C00047,1.3.1.124,IN
C00283,1.3.1.2,AC
C06911,1.3.1.2,AC
C00005,1.3.1.2,IN
C00006,1.3.1.2,IN
C00106,1.3.1.2,IN
C00429,1.3.1.2,IN
C01814,1.3.1.2,IN
C03056,1.3.1.2,IN
C07044,1.3.1.2,IN
C07073,1.3.1.2,IN
C07523,1.3.1.2,IN
C07570,1.3.1.2,IN
C14480,1.3.1.2,IN
C00013,1.3.1.20,AC
C00059,1.3.1.20,AC
C13563,1.3.1.20,AC
C13700,1.3.1.20,AC
C00051,1.3.1.20,IN
C00072,1.3.1.20,IN
C00523,1.3.1.20,IN
C00535,1.3.1.20,IN
C00604,1.3.1.20,IN
C00633,1.3.1.20,IN
C00674,1.3.1.20,IN
C00951,1.3.1.20,IN
C01504,1.3.1.20,IN
C01517,1.3.1.20,IN
C01588,1.3.1.20,IN
C01750,1.3.1.20,IN
C01926,1.3.1.20,IN
C02441,1.3.1.20,IN
C02528,1.3.1.20,IN
C03444,1.3.1.20,IN
C03772,1.3.1.20,IN
C03990,1.3.1.20,IN
C06911,1.3.1.20,IN
C07119,1.3.1.20,IN
C07204,1.3.1.20,IN
C07394,1.3.1.20,IN
C07755,1.3.1.20,IN
C07880,1.3.1.20,IN
C08090,1.3.1.20,IN
C10028,1.3.1.20,IN
C10197,1.3.1.20,IN
C10700,1.3.1.20,IN
C11825,1.3.1.20,IN
C12600,1.3.1.20,IN
C13038,1.3.1.20,IN
C13101,1.3.1.20,IN
C14230,1.3.1.20,IN
C14267,1.3.1.20,IN
C14286,1.3.1.20,IN
C14783,1.3.1.20,IN
C15643,1.3.1.20,IN
C19256,1.3.1.20,IN
C00284,1.3.1.21,IN
C00410,1.3.1.21,IN
C01164,1.3.1.21,IN
C01561,1.3.1.21,IN
C01661,1.3.1.21,IN
C01694,1.3.1.21,IN
C01753,1.3.1.21,IN
C01814,1.3.1.21,IN
C05011,1.3.1.21,IN
C06803,1.3.1.21,IN
C06861,1.3.1.21,IN
C06906,1.3.1.21,IN
C06910,1.3.1.21,IN
C06924,1.3.1.21,IN
C06980,1.3.1.21,IN
C07108,1.3.1.21,IN
C07156,1.3.1.21,IN
C07241,1.3.1.21,IN
C07256,1.3.1.21,IN
C07294,1.3.1.21,IN
C07360,1.3.1.21,IN
C07375,1.3.1.21,IN
C07425,1.3.1.21,IN
C07475,1.3.1.21,IN
C10798,1.3.1.21,IN
C11734,1.3.1.21,IN
C12564,1.3.1.21,IN
C13776,1.3.1.21,IN
C14704,1.3.1.21,IN
C15227,1.3.1.21,IN
C17934,1.3.1.21,IN
C00280,1.3.1.22,AC
C00535,1.3.1.22,AC
C00746,1.3.1.22,AC
C01516,1.3.1.22,AC
C02441,1.3.1.22,AC
C03917,1.3.1.22,AC
C14503,1.3.1.22,AC
C00006,1.3.1.22,IN
C00038,1.3.1.22,IN
C00076,1.3.1.22,IN
C00249,1.3.1.22,IN
C00255,1.3.1.22,IN
C00284,1.3.1.22,IN
C00410,1.3.1.22,IN
C00674,1.3.1.22,IN
C00712,1.3.1.22,IN
C00814,1.3.1.22,IN
C00951,1.3.1.22,IN
C01176,1.3.1.22,IN
C01227,1.3.1.22,IN
C01413,1.3.1.22,IN
C01477,1.3.1.22,IN
C01530,1.3.1.22,IN
C01595,1.3.1.22,IN
C01753,1.3.1.22,IN
C02679,1.3.1.22,IN
C03091,1.3.1.22,IN
C03444,1.3.1.22,IN
C03882,1.3.1.22,IN
C06424,1.3.1.22,IN
C06563,1.3.1.22,IN
C07198,1.3.1.22,IN
C07254,1.3.1.22,IN
C07534,1.3.1.22,IN
C08983,1.3.1.22,IN
C09731,1.3.1.22,IN
C09980,1.3.1.22,IN
C10077,1.3.1.22,IN
C10366,1.3.1.22,IN
C10368,1.3.1.22,IN
C10443,1.3.1.22,IN
C10628,1.3.1.22,IN
C14131,1.3.1.22,IN
C14500,1.3.1.22,IN
C14502,1.3.1.22,IN
C14554,1.3.1.22,IN
C17543,1.3.1.22,IN
C17742,1.3.1.22,IN
C17743,1.3.1.22,IN
C19610,1.3.1.22,IN
C00032,1.3.1.24,AC
C00086,1.3.1.24,AC
C00942,1.3.1.24,AC
C00003,1.3.1.24,IN
C00004,1.3.1.24,IN
C00005,1.3.1.24,IN
C00006,1.3.1.24,IN
C00016,1.3.1.24,IN
C00038,1.3.1.24,IN
C00061,1.3.1.24,IN
C00076,1.3.1.24,IN
C00305,1.3.1.24,IN
C00486,1.3.1.24,IN
C00500,1.3.1.24,IN
C02441,1.3.1.24,IN
C03184,1.3.1.24,IN
C03444,1.3.1.24,IN
C13377,1.3.1.24,IN
C14818,1.3.1.24,IN
C14819,1.3.1.24,IN
C18713,1.3.1.24,IN
C00006,1.3.1.3,IN
C00280,1.3.1.3,IN
C00410,1.3.1.3,IN
C00535,1.3.1.3,IN
C01926,1.3.1.3,IN
C02168,1.3.1.3,IN
C02441,1.3.1.3,IN
C02528,1.3.1.3,IN
C03444,1.3.1.3,IN
C05293,1.3.1.3,IN
C07880,1.3.1.3,IN
C02441,1.3.1.38,IN
C00004,1.3.1.48,IN
C00005,1.3.1.48,IN
C00006,1.3.1.48,IN
C00796,1.3.1.48,IN
C01484,1.3.1.48,IN
C01692,1.3.1.48,IN
C01750,1.3.1.48,IN
C01926,1.3.1.48,IN
C03444,1.3.1.48,IN
C05960,1.3.1.48,IN
C00007,1.3.1.70,IN
C00076,1.3.1.70,IN
C00187,1.3.1.70,IN
C00305,1.3.1.70,IN
C01326,1.3.1.70,IN
C02441,1.3.1.70,IN
C06685,1.3.1.70,IN
C13377,1.3.1.70,IN
C15519,1.3.1.70,IN
C00016,1.3.1.72,AC
C00027,1.3.1.72,AC
C00187,1.3.1.72,AC
C00237,1.3.1.72,AC
C01694,1.3.1.72,IN
C05442,1.3.1.72,IN
C07108,1.3.1.72,IN
C07168,1.3.1.72,IN
C13199,1.3.1.74,AC
C00006,1.3.1.74,IN
C00038,1.3.1.74,IN
C00389,1.3.1.74,IN
C00410,1.3.1.74,IN
C00796,1.3.1.74,IN
C01484,1.3.1.74,IN
C01750,1.3.1.74,IN
C01926,1.3.1.74,IN
C05960,1.3.1.74,IN
C00010,1.3.1.8,AC
C00004,1.3.1.8,IN
C00005,1.3.1.8,IN
C00006,1.3.1.8,IN
C00024,1.3.1.8,IN
C00083,1.3.1.8,IN
C00136,1.3.1.8,IN
C00154,1.3.1.8,IN
C02441,1.3.1.8,IN
C02557,1.3.1.8,IN
C03069,1.3.1.8,IN
C03345,1.3.1.8,IN
C03444,1.3.1.8,IN
C05271,1.3.1.8,IN
C00010,1.3.1.86,AC
C00024,1.3.1.86,IN
C00083,1.3.1.86,IN
C00136,1.3.1.86,IN
C00928,1.3.1.86,IN
C02441,1.3.1.86,IN
C03345,1.3.1.86,IN
C00928,1.3.3.3,AC
C01937,1.3.3.3,AC
C00703,1.3.3.3,IN
C11166,1.3.3.3,IN
C11171,1.3.3.3,IN
C11592,1.3.3.3,IN
C13563,1.3.3.3,IN
C19300,1.3.3.3,IN
C00016,1.3.3.4,AC
C00712,1.3.3.4,AC
C00796,1.3.3.4,AC
C17568,1.3.3.4,AC
C00032,1.3.3.4,IN
C00051,1.3.3.4,IN
C00061,1.3.3.4,IN
C00486,1.3.3.4,IN
C00849,1.3.3.4,IN
C01079,1.3.3.4,IN
C02441,1.3.3.4,IN
C05377,1.3.3.4,IN
C11125,1.3.3.4,IN
C18496,1.3.3.4,IN
C18592,1.3.3.4,IN
C18736,1.3.3.4,IN
C22041,1.3.3.4,IN
C13563,1.3.3.5,AC
C00002,1.3.3.5,IN
C00003,1.3.3.5,IN
C00004,1.3.3.5,IN
C00097,1.3.3.5,IN
C00765,1.3.3.5,IN
C00928,1.3.3.5,IN
C07593,1.3.3.5,IN
C07755,1.3.3.5,IN
C03690,1.3.3.6,AC
C00010,1.3.3.6,IN
C00024,1.3.3.6,IN
C00061,1.3.3.6,IN
C00154,1.3.3.6,IN
C05259,1.3.3.6,IN
C08219,1.3.3.6,IN
C11339,1.3.3.6,IN
C12538,1.3.3.6,IN
C12554,1.3.3.6,IN
C13198,1.3.3.6,IN
C13563,1.3.3.6,IN
C00002,1.3.5.1,AC
C00009,1.3.5.1,AC
C00042,1.3.5.1,AC
C00081,1.3.5.1,AC
C00091,1.3.5.1,AC
C00104,1.3.5.1,AC
C00122,1.3.5.1,AC
C00383,1.3.5.1,AC
C02496,1.3.5.1,AC
C12564,1.3.5.1,AC
C00036,1.3.5.1,IN
C00324,1.3.5.1,IN
C00490,1.3.5.1,IN
C01326,1.3.5.1,IN
C01384,1.3.5.1,IN
C01405,1.3.5.1,IN
C01413,1.3.5.1,IN
C01814,1.3.5.1,IN
C02441,1.3.5.1,IN
C02560,1.3.5.1,IN
C04284,1.3.5.1,IN
C05669,1.3.5.1,IN
C06809,1.3.5.1,IN
C06924,1.3.5.1,IN
C07086,1.3.5.1,IN
C07322,1.3.5.1,IN
C08632,1.3.5.1,IN
C10956,1.3.5.1,IN
C11255,1.3.5.1,IN
C18482,1.3.5.1,IN
C18502,1.3.5.1,IN
C18503,1.3.5.1,IN
C18505,1.3.5.1,IN
C18547,1.3.5.1,IN
C18548,1.3.5.1,IN
C18833,1.3.5.1,IN
C18907,1.3.5.1,IN
C00295,1.3.5.2,IN
C00472,1.3.5.2,IN
C00604,1.3.5.2,IN
C00813,1.3.5.2,IN
C07905,1.3.5.2,IN
C10366,1.3.5.2,IN
C10368,1.3.5.2,IN
C11592,1.3.5.2,IN
C00016,1.3.8.1,AC
C01326,1.3.8.1,AC
C00100,1.3.8.1,IN
C00154,1.3.8.1,IN
C00332,1.3.8.1,IN
C00703,1.3.8.1,IN
C00877,1.3.8.1,IN
C02441,1.3.8.1,IN
C03444,1.3.8.1,IN
C11146,1.3.8.1,IN
C13377,1.3.8.1,IN
C00703,1.3.8.4,IN
C02441,1.3.8.4,IN
C03069,1.3.8.4,IN
C03444,1.3.8.4,IN
C00136,1.3.8.5,IN
C00703,1.3.8.5,IN
C00877,1.3.8.5,IN
C00888,1.3.8.5,IN
C02441,1.3.8.5,IN
C03345,1.3.8.5,IN
C05270,1.3.8.5,IN
C00016,1.3.8.6,AC
C00038,1.3.8.6,IN
C00175,1.3.8.6,IN
C00877,1.3.8.6,IN
C02411,1.3.8.6,IN
C03444,1.3.8.6,IN
C00332,1.3.8.7,IN
C00877,1.3.8.7,IN
C01944,1.3.8.7,IN
C02441,1.3.8.7,IN
C03444,1.3.8.7,IN
C05265,1.3.8.7,IN
C05266,1.3.8.7,IN
C05267,1.3.8.7,IN
C05272,1.3.8.7,IN
C05275,1.3.8.7,IN
C05276,1.3.8.7,IN
C11146,1.3.8.7,IN
C11592,1.3.8.7,IN
C13377,1.3.8.7,IN
C06916,1.3.8.8,AC
C00154,1.3.8.8,IN
C02086,1.3.8.8,IN
C02441,1.3.8.8,IN
C03444,1.3.8.8,IN
C05272,1.3.8.8,IN
C11146,1.3.8.8,IN
C13377,1.3.8.8,IN
C00295,1.3.98.1,IN
C00366,1.3.98.1,IN
C07905,1.3.98.1,IN
C01516,1.3.99.5,AC
C00280,1.3.99.5,IN
C00410,1.3.99.5,IN
C05903,1.3.99.5,IN
C06426,1.3.99.5,IN
C06427,1.3.99.5,IN
C06562,1.3.99.5,IN
C14658,1.3.99.5,IN
C00008,1.4.1.2,AC
C05189,1.4.1.2,AC
C00044,1.4.1.2,IN
C01424,1.4.1.2,IN
C05668,1.4.1.2,IN
C08039,1.4.1.2,IN
C09728,1.4.1.2,IN
C09731,1.4.1.2,IN
C12136,1.4.1.2,IN
C00026,1.4.1.27,IN
C03465,1.4.1.27,IN
C00002,1.4.1.3,AC
C00008,1.4.1.3,AC
C00009,1.4.1.3,AC
C00020,1.4.1.3,AC
C00044,1.4.1.3,AC
C00123,1.4.1.3,AC
C13563,1.4.1.3,AC
C00003,1.4.1.3,IN
C00004,1.4.1.3,IN
C00005,1.4.1.3,IN
C00006,1.4.1.3,IN
C00014,1.4.1.3,IN
C00025,1.4.1.3,IN
C00026,1.4.1.3,IN
C00035,1.4.1.3,IN
C00094,1.4.1.3,IN
C00109,1.4.1.3,IN
C00122,1.4.1.3,IN
C00154,1.4.1.3,IN
C00250,1.4.1.3,IN
C00305,1.4.1.3,IN
C00410,1.4.1.3,IN
C00489,1.4.1.3,IN
C00546,1.4.1.3,IN
C00951,1.4.1.3,IN
C01227,1.4.1.3,IN
C01826,1.4.1.3,IN
C01953,1.4.1.3,IN
C02140,1.4.1.3,IN
C03444,1.4.1.3,IN
C05141,1.4.1.3,IN
C07625,1.4.1.3,IN
C11166,1.4.1.3,IN
C14448,1.4.1.3,IN
C14502,1.4.1.3,IN
C14872,1.4.1.3,IN
C00217,1.4.3.1,AC
C00402,1.4.3.1,AC
C00018,1.4.3.1,IN
C00025,1.4.3.1,IN
C00026,1.4.3.1,IN
C00036,1.4.3.1,IN
C00042,1.4.3.1,IN
C00122,1.4.3.1,IN
C00123,1.4.3.1,IN
C00149,1.4.3.1,IN
C00158,1.4.3.1,IN
C00180,1.4.3.1,IN
C00183,1.4.3.1,IN
C00209,1.4.3.1,IN
C00253,1.4.3.1,IN
C00383,1.4.3.1,IN
C00489,1.4.3.1,IN
C00497,1.4.3.1,IN
C00552,1.4.3.1,IN
C00711,1.4.3.1,IN
C00898,1.4.3.1,IN
C02107,1.4.3.1,IN
C06104,1.4.3.1,IN
C07322,1.4.3.1,IN
C11165,1.4.3.1,IN
C12269,1.4.3.1,IN
C14818,1.4.3.1,IN
C18620,1.4.3.1,IN
C19609,1.4.3.1,IN
C00051,1.4.3.13,IN
C00072,1.4.3.13,IN
C00155,1.4.3.13,IN
C00230,1.4.3.13,IN
C00245,1.4.3.13,IN
C00253,1.4.3.13,IN
C02304,1.4.3.13,IN
C05332,1.4.3.13,IN
C05670,1.4.3.13,IN
C05714,1.4.3.13,IN
C06685,1.4.3.13,IN
C15562,1.4.3.13,IN
C00014,1.4.3.2,IN
C00180,1.4.3.2,IN
C03444,1.4.3.2,IN
C18713,1.4.3.2,IN
C00047,1.4.3.21,IN
C00192,1.4.3.21,IN
C00398,1.4.3.21,IN
C01326,1.4.3.21,IN
C01589,1.4.3.21,IN
C01678,1.4.3.21,IN
C02077,1.4.3.21,IN
C02262,1.4.3.21,IN
C02304,1.4.3.21,IN
C05332,1.4.3.21,IN
C07430,1.4.3.21,IN
C15562,1.4.3.21,IN
C19150,1.4.3.21,IN
C19434,1.4.3.21,IN
C00014,1.4.3.22,IN
C00027,1.4.3.22,IN
C00388,1.4.3.22,IN
C00986,1.4.3.22,IN
C01326,1.4.3.22,IN
C01755,1.4.3.22,IN
C02077,1.4.3.22,IN
C02304,1.4.3.22,IN
C02454,1.4.3.22,IN
C06821,1.4.3.22,IN
C06952,1.4.3.22,IN
C07054,1.4.3.22,IN
C07339,1.4.3.22,IN
C07420,1.4.3.22,IN
C11777,1.4.3.22,IN
C13563,1.4.3.22,IN
C14402,1.4.3.22,IN
C19150,1.4.3.22,IN
C19434,1.4.3.22,IN
C19499,1.4.3.22,IN
C01516,1.4.3.3,AC
C13737,1.4.3.3,AC
C00004,1.4.3.3,IN
C00005,1.4.3.3,IN
C00008,1.4.3.3,IN
C00020,1.4.3.3,IN
C00022,1.4.3.3,IN
C00027,1.4.3.3,IN
C00061,1.4.3.3,IN
C00067,1.4.3.3,IN
C00073,1.4.3.3,IN
C00084,1.4.3.3,IN
C00094,1.4.3.3,IN
C00097,1.4.3.3,IN
C00105,1.4.3.3,IN
C00108,1.4.3.3,IN
C00109,1.4.3.3,IN
C00123,1.4.3.3,IN
C00133,1.4.3.3,IN
C00156,1.4.3.3,IN
C00180,1.4.3.3,IN
C00232,1.4.3.3,IN
C00239,1.4.3.3,IN
C00253,1.4.3.3,IN
C00256,1.4.3.3,IN
C00292,1.4.3.3,IN
C00301,1.4.3.3,IN
C00413,1.4.3.3,IN
C00568,1.4.3.3,IN
C00587,1.4.3.3,IN
C00740,1.4.3.3,IN
C00763,1.4.3.3,IN
C00805,1.4.3.3,IN
C00882,1.4.3.3,IN
C00918,1.4.3.3,IN
C01405,1.4.3.3,IN
C01530,1.4.3.3,IN
C01771,1.4.3.3,IN
C01826,1.4.3.3,IN
C01926,1.4.3.3,IN
C02168,1.4.3.3,IN
C02518,1.4.3.3,IN
C03444,1.4.3.3,IN
C04092,1.4.3.3,IN
C04712,1.4.3.3,IN
C05942,1.4.3.3,IN
C05984,1.4.3.3,IN
C06571,1.4.3.3,IN
C06683,1.4.3.3,IN
C06906,1.4.3.3,IN
C07017,1.4.3.3,IN
C07440,1.4.3.3,IN
C09815,1.4.3.3,IN
C11336,1.4.3.3,IN
C13038,1.4.3.3,IN
C14516,1.4.3.3,IN
C15474,1.4.3.3,IN
C15666,1.4.3.3,IN
C16234,1.4.3.3,IN
C18625,1.4.3.3,IN
C00042,1.4.3.4,IN
C00122,1.4.3.4,IN
C00180,1.4.3.4,IN
C00193,1.4.3.4,IN
C00414,1.4.3.4,IN
C00509,1.4.3.4,IN
C00557,1.4.3.4,IN
C00604,1.4.3.4,IN
C00642,1.4.3.4,IN
C00711,1.4.3.4,IN
C01126,1.4.3.4,IN
C01227,1.4.3.4,IN
C01453,1.4.3.4,IN
C01502,1.4.3.4,IN
C01744,1.4.3.4,IN
C01996,1.4.3.4,IN
C02077,1.4.3.4,IN
C02201,1.4.3.4,IN
C02304,1.4.3.4,IN
C02394,1.4.3.4,IN
C03220,1.4.3.4,IN
C04483,1.4.3.4,IN
C04599,1.4.3.4,IN
C05332,1.4.3.4,IN
C05593,1.4.3.4,IN
C05904,1.4.3.4,IN
C05905,1.4.3.4,IN
C05908,1.4.3.4,IN
C06044,1.4.3.4,IN
C06046,1.4.3.4,IN
C06338,1.4.3.4,IN
C06536,1.4.3.4,IN
C06537,1.4.3.4,IN
C06538,1.4.3.4,IN
C06648,1.4.3.4,IN
C06672,1.4.3.4,IN
C06758,1.4.3.4,IN
C06824,1.4.3.4,IN
C07214,1.4.3.4,IN
C07245,1.4.3.4,IN
C07414,1.4.3.4,IN
C07430,1.4.3.4,IN
C07431,1.4.3.4,IN
C07438,1.4.3.4,IN
C07481,1.4.3.4,IN
C07514,1.4.3.4,IN
C07675,1.4.3.4,IN
C07884,1.4.3.4,IN
C08604,1.4.3.4,IN
C08620,1.4.3.4,IN
C08639,1.4.3.4,IN
C08647,1.4.3.4,IN
C08718,1.4.3.4,IN
C08725,1.4.3.4,IN
C08726,1.4.3.4,IN
C08727,1.4.3.4,IN
C09209,1.4.3.4,IN
C10430,1.4.3.4,IN
C10453,1.4.3.4,IN
C10454,1.4.3.4,IN
C10761,1.4.3.4,IN
C10787,1.4.3.4,IN
C10833,1.4.3.4,IN
C11129,1.4.3.4,IN
C11310,1.4.3.4,IN
C11685,1.4.3.4,IN
C11713,1.4.3.4,IN
C11714,1.4.3.4,IN
C11777,1.4.3.4,IN
C12138,1.4.3.4,IN
C12140,1.4.3.4,IN
C12141,1.4.3.4,IN
C12242,1.4.3.4,IN
C14761,1.4.3.4,IN
C16074,1.4.3.4,IN
C16666,1.4.3.4,IN
C17846,1.4.3.4,IN
C18713,1.4.3.4,IN
C18993,1.4.3.4,IN
C19434,1.4.3.4,IN
C19599,1.4.3.4,IN
C20157,1.4.3.4,IN
C00041,1.4.3.5,AC
C00086,1.4.3.5,AC
C00097,1.4.3.5,AC
C00183,1.4.3.5,AC
C00398,1.4.3.5,AC
C00632,1.4.3.5,AC
C00780,1.4.3.5,AC
C02470,1.4.3.5,AC
C05635,1.4.3.5,AC
C07182,1.4.3.5,AC
C00018,1.4.3.5,IN
C00627,1.4.3.5,IN
C00647,1.4.3.5,IN
C00703,1.4.3.5,IN
C00741,1.4.3.5,IN
C03444,1.4.3.5,IN
C11592,1.4.3.5,IN
C15499,1.4.3.5,IN
C02441,1.4.4.2,IN
C03145,1.5.1.1,IN
C00009,1.5.1.15,AC
C11215,1.5.1.15,AC
C00019,1.5.1.15,IN
C00284,1.5.1.15,IN
C00134,1.5.1.2,AC
C00315,1.5.1.2,AC
C00750,1.5.1.2,AC
C00002,1.5.1.2,IN
C00003,1.5.1.2,IN
C00006,1.5.1.2,IN
C00008,1.5.1.2,IN
C00038,1.5.1.2,IN
C00148,1.5.1.2,IN
C00192,1.5.1.2,IN
C00412,1.5.1.2,IN
C00703,1.5.1.2,IN
C01015,1.5.1.2,IN
C01413,1.5.1.2,IN
C01589,1.5.1.2,IN
C03444,1.5.1.2,IN
C07414,1.5.1.2,IN
C19610,1.5.1.2,IN
C00155,1.5.1.20,AC
C07185,1.5.1.20,AC
C09561,1.5.1.20,AC
C00004,1.5.1.20,IN
C00005,1.5.1.20,IN
C00019,1.5.1.20,IN
C00101,1.5.1.20,IN
C00415,1.5.1.20,IN
C00796,1.5.1.20,IN
C03444,1.5.1.20,IN
C11336,1.5.1.20,IN
C11592,1.5.1.20,IN
C00082,1.5.1.25,IN
C01060,1.5.1.25,IN
C01829,1.5.1.25,IN
C02465,1.5.1.25,IN
C04092,1.5.1.25,IN
C04445,1.5.1.25,IN
C05942,1.5.1.25,IN
C07639,1.5.1.25,IN
C10164,1.5.1.25,IN
C00086,1.5.1.3,AC
C00698,1.5.1.3,AC
C03444,1.5.1.3,AC
C14415,1.5.1.3,AC
C00006,1.5.1.3,IN
C00101,1.5.1.3,IN
C00364,1.5.1.3,IN
C00504,1.5.1.3,IN
C01937,1.5.1.3,IN
C01965,1.5.1.3,IN
C07391,1.5.1.3,IN
C07582,1.5.1.3,IN
C09731,1.5.1.3,IN
C11143,1.5.1.3,IN
C11146,1.5.1.3,IN
C11372,1.5.1.3,IN
C11592,1.5.1.3,IN
C00006,1.5.1.30,IN
C00038,1.5.1.30,IN
C00604,1.5.1.30,IN
C01727,1.5.1.30,IN
C03339,1.5.1.30,IN
C03444,1.5.1.30,IN
C05684,1.5.1.30,IN
C08240,1.5.1.30,IN
C13377,1.5.1.30,IN
C00003,1.5.1.34,IN
C00006,1.5.1.34,IN
C00027,1.5.1.34,IN
C00078,1.5.1.34,IN
C00079,1.5.1.34,IN
C00082,1.5.1.34,IN
C00166,1.5.1.34,IN
C00272,1.5.1.34,IN
C00355,1.5.1.34,IN
C00483,1.5.1.34,IN
C00547,1.5.1.34,IN
C00642,1.5.1.34,IN
C00780,1.5.1.34,IN
C01179,1.5.1.34,IN
C01829,1.5.1.34,IN
C01937,1.5.1.34,IN
C02441,1.5.1.34,IN
C02515,1.5.1.34,IN
C03444,1.5.1.34,IN
C03672,1.5.1.34,IN
C03758,1.5.1.34,IN
C04227,1.5.1.34,IN
C04599,1.5.1.34,IN
C05587,1.5.1.34,IN
C05852,1.5.1.34,IN
C06346,1.5.1.34,IN
C07086,1.5.1.34,IN
C07453,1.5.1.34,IN
C09367,1.5.1.34,IN
C09642,1.5.1.34,IN
C13377,1.5.1.34,IN
C00003,1.5.1.5,IN
C00005,1.5.1.5,IN
C00009,1.5.1.5,IN
C00067,1.5.1.5,IN
C00076,1.5.1.5,IN
C00305,1.5.1.5,IN
C00504,1.5.1.5,IN
C02441,1.5.1.5,IN
C03444,1.5.1.5,IN
C00005,1.5.1.53,IN
C00019,1.5.1.53,IN
C00101,1.5.1.53,IN
C00143,1.5.1.53,IN
C00415,1.5.1.53,IN
C00445,1.5.1.53,IN
C00504,1.5.1.53,IN
C00005,1.5.1.6,AC
C00928,1.5.1.6,AC
C00101,1.5.1.6,IN
C00192,1.5.1.6,IN
C00479,1.5.1.6,IN
C02441,1.5.1.6,IN
C03444,1.5.1.6,IN
C00284,1.5.1.8,AC
C00025,1.5.1.8,IN
C00077,1.5.1.8,IN
C00078,1.5.1.8,IN
C00123,1.5.1.8,IN
C00169,1.5.1.8,IN
C00192,1.5.1.8,IN
C00449,1.5.1.8,IN
C01672,1.5.1.8,IN
C02427,1.5.1.8,IN
C08130,1.5.1.8,IN
C13377,1.5.1.8,IN
C18713,1.5.1.8,IN
C00025,1.5.1.9,IN
C00192,1.5.1.9,IN
C12538,1.5.1.9,IN
C00134,1.5.3.13,IN
C00315,1.5.3.13,IN
C00750,1.5.3.13,IN
C10997,1.5.3.13,IN
C00315,1.5.3.16,IN
C06902,1.5.3.16,IN
C07166,1.5.3.16,IN
C10997,1.5.3.16,IN
C07166,1.5.3.17,IN
C00009,1.5.3.4,AC
C00004,1.5.3.4,IN
C00016,1.5.3.4,IN
C00038,1.5.3.4,IN
C00061,1.5.3.4,IN
C00072,1.5.3.4,IN
C00175,1.5.3.4,IN
C19609,1.5.3.4,IN
C19610,1.5.3.4,IN
C03690,1.5.3.7,AC
C00148,1.5.3.7,IN
C00155,1.5.3.7,IN
C07593,1.5.3.7,IN
C11339,1.5.3.7,IN
C02441,1.5.5.1,IN
C02575,1.5.5.1,IN
C03444,1.5.5.1,IN
C04284,1.5.5.1,IN
C00042,1.5.5.2,IN
C07593,1.5.5.2,IN
C11339,1.5.5.2,IN
C05377,1.5.5.3,IN
C00027,1.6.1.2,AC
C11164,1.6.1.2,AC
C00003,1.6.1.2,IN
C00004,1.6.1.2,IN
C00005,1.6.1.2,IN
C00006,1.6.1.2,IN
C00008,1.6.1.2,IN
C00010,1.6.1.2,IN
C00018,1.6.1.2,IN
C00020,1.6.1.2,IN
C00024,1.6.1.2,IN
