ENSMUSG,mmu,Enzyme
ENSMUSG00000069835,69215,2.3.1.57
ENSMUSG00000005204,80886,3.4.22.68
ENSMUSG00000058793,110911,2.7.7.41
ENSMUSG00000001844,72881,2.3.1.225
ENSMUSG00000027546,11981,7.6.2.1
ENSMUSG00000005198,20020,2.7.7.6
ENSMUSG00000025509,66853,3.1.1.3
ENSMUSG00000039206,231871,3.1.1.116
ENSMUSG00000029250,231329,2.7.7.6
ENSMUSG00000001583,83813,2.7.10.2
ENSMUSG00000046731,216858,2.3.2.27
ENSMUSG00000005043,27029,3.10.1.1
ENSMUSG00000070327,672511,2.3.2.27
ENSMUSG00000030423,66161,3.1.26.5
ENSMUSG00000033847,232889,3.1.1.4
ENSMUSG00000032690,246728,2.7.7.84
ENSMUSG00000032661,246727,2.7.7.84
ENSMUSG00000029605,23961,2.7.7.84
ENSMUSG00000026864,14828,3.6.4.10
ENSMUSG00000025375,11302,2.7.10.1
ENSMUSG00000033794,70902,2.3.1.23
ENSMUSG00000033794,70902,2.3.1.67
ENSMUSG00000025466,69064,5.1.3.29
ENSMUSG00000020774,11484,3.5.1.15
ENSMUSG00000025465,93747,4.2.1.17
ENSMUSG00000025464,212503,1.5.3.13
ENSMUSG00000061578,333050,2.7.11.1
ENSMUSG00000027496,20878,2.7.11.1
ENSMUSG00000027346,74182,3.1.4.2
ENSMUSG00000015981,57740,2.7.11.1
ENSMUSG00000018924,11687,1.13.11.33
ENSMUSG00000030382,26459,6.2.1.7
ENSMUSG00000005566,21849,2.3.2.27
ENSMUSG00000005575,22192,2.3.2.34
ENSMUSG00000056394,16881,6.5.1.1
ENSMUSG00000056394,16881,6.5.1.6
ENSMUSG00000056394,16881,6.5.1.7
ENSMUSG00000027353,66634,5.6.2.4
ENSMUSG00000078799,434264,2.8.2.14
ENSMUSG00000046808,231287,7.6.2.1
ENSMUSG00000037373,13016,1.1.1.428
ENSMUSG00000027357,66586,2.7.8.41
ENSMUSG00000006019,71723,3.6.4.13
ENSMUSG00000056310,100929,4.1.3.44
ENSMUSG00000015542,66176,2.3.1.308
ENSMUSG00000034118,22021,2.8.2.20
ENSMUSG00000070837,20871,2.7.11.1
ENSMUSG00000063229,16828,1.1.1.27
ENSMUSG00000036620,103534,2.4.1.145
ENSMUSG00000030851,16833,1.1.1.27
ENSMUSG00000020377,17001,4.4.1.20
ENSMUSG00000030854,19259,3.1.3.48
ENSMUSG00000027261,15112,1.1.3.15
ENSMUSG00000034724,231464,3.1.13.4
ENSMUSG00000027513,18534,4.1.1.32
ENSMUSG00000033909,72344,3.4.19.12
ENSMUSG00000025575,76025,3.6.1.6
ENSMUSG00000033857,217364,3.2.1.96
ENSMUSG00000019295,68366,2.3.2.27
ENSMUSG00000051177,18795,3.1.4.11
ENSMUSG00000070699,71984,6.1.1.11
ENSMUSG00000015149,64383,2.3.1.286
ENSMUSG00000054252,14184,2.7.10.1
ENSMUSG00000018861,14149,1.18.1.6
ENSMUSG00000053898,51798,5.3.3.21
ENSMUSG00000057406,107823,2.1.1.357
ENSMUSG00000019590,13056,7.2.1.3
ENSMUSG00000020681,11421,3.4.15.1
ENSMUSG00000101605,217246,3.4.15.1
ENSMUSG00000048142,269642,2.3.1.17
ENSMUSG00000020700,26406,2.7.11.25
ENSMUSG00000020705,72047,3.6.4.13
ENSMUSG00000036327,227638,1.8.3.2
ENSMUSG00000040351,70797,2.3.2.31
ENSMUSG00000039943,18798,3.1.4.11
ENSMUSG00000030651,11872,2.4.2.31
ENSMUSG00000030651,11872,3.2.2.5
ENSMUSG00000040364,56546,2.4.1.69
ENSMUSG00000057342,56632,2.7.1.91
ENSMUSG00000017405,140859,2.7.11.1
ENSMUSG00000003271,54200,2.8.2.2
ENSMUSG00000062044,381983,2.7.10.1
ENSMUSG00000039913,241656,2.7.11.1
ENSMUSG00000029223,22223,3.4.19.12
ENSMUSG00000037593,216976,2.7.11.1
ENSMUSG00000017390,11676,4.1.2.13
ENSMUSG00000039307,238023,3.2.1.52
ENSMUSG00000029727,13113,1.14.14.1
ENSMUSG00000003099,19060,3.1.3.16
ENSMUSG00000029516,12704,2.7.11.1
ENSMUSG00000039253,238024,2.7.1.172
ENSMUSG00000025175,63828,2.7.1.171
ENSMUSG00000051650,53625,2.4.1.149
ENSMUSG00000020857,18103,2.7.4.6
ENSMUSG00000037601,18102,2.7.4.6
ENSMUSG00000039092,228677,2.3.1.50
ENSMUSG00000058761,108937,2.3.2.31
ENSMUSG00000035778,14594,2.4.1.87
ENSMUSG00000052974,13107,1.14.14.1
ENSMUSG00000038970,231876,2.7.10.1
ENSMUSG00000058709,112406,1.14.11.29
ENSMUSG00000068205,72899,3.1.1.106
ENSMUSG00000003752,233011,2.7.1.127
ENSMUSG00000026926,66865,3.4.24.64
ENSMUSG00000057147,66632,6.3.1.14
ENSMUSG00000026925,64436,3.1.3.36
ENSMUSG00000029545,11409,1.3.8.1
ENSMUSG00000027419,18549,3.4.21.94
ENSMUSG00000053334,231630,2.7.7.108
ENSMUSG00000040466,233016,1.3.1.24
ENSMUSG00000040466,233016,1.5.1.30
ENSMUSG00000040424,233020,2.7.11.1
ENSMUSG00000003363,18807,3.1.4.4
ENSMUSG00000092517,11871,2.4.2.31
ENSMUSG00000092517,11871,3.2.2.5
ENSMUSG00000041298,231912,5.6.1.1
ENSMUSG00000014932,22612,2.7.10.2
ENSMUSG00000005553,11944,7.2.2.19
ENSMUSG00000023452,320951,4.1.1.65
ENSMUSG00000061099,14447,1.2.1.12
ENSMUSG00000034793,68401,3.1.3.9
ENSMUSG00000008855,15184,3.5.1.98
ENSMUSG00000032737,16332,3.1.3.86
ENSMUSG00000078630,791260,2.1.1.6
ENSMUSG00000033917,56209,3.1.4.44
ENSMUSG00000030979,22276,4.2.1.75
ENSMUSG00000030986,101437,3.6.4.13
ENSMUSG00000016256,64138,3.4.18.1
ENSMUSG00000002409,13549,2.7.12.1
ENSMUSG00000027430,66044,3.1.1.96
ENSMUSG00000069744,26446,3.4.25.1
ENSMUSG00000047250,19224,1.14.99.1
ENSMUSG00000025481,76974,3.5.2.17
ENSMUSG00000025486,64384,2.3.1.286
ENSMUSG00000020359,72947,4.2.3.134
ENSMUSG00000026922,67512,2.3.1.51
ENSMUSG00000002728,67877,2.3.1.254
ENSMUSG00000062031,212974,3.2.1.107
ENSMUSG00000001054,66089,2.3.2.27
ENSMUSG00000055629,330671,2.4.1.244
ENSMUSG00000015787,80908,2.4.1.40
ENSMUSG00000015787,80908,2.4.1.37
ENSMUSG00000020387,76901,2.3.2.27
ENSMUSG00000020390,22210,2.3.2.23
ENSMUSG00000005102,27103,2.7.11.1
ENSMUSG00000076435,264895,6.2.1.2
ENSMUSG00000030378,76971,2.8.2.14
ENSMUSG00000020868,217119,2.4.2.26
ENSMUSG00000060441,667823,2.3.2.27
ENSMUSG00000057143,319236,2.3.2.27
ENSMUSG00000057596,209387,2.3.2.27
ENSMUSG00000040084,12236,2.7.11.1
ENSMUSG00000074923,214230,2.7.11.1
ENSMUSG00000074916,72136,2.8.2.35
ENSMUSG00000033059,110078,2.4.1.1
ENSMUSG00000026749,59126,2.7.11.34
ENSMUSG00000032046,76192,3.1.1.23
ENSMUSG00000026750,19177,3.4.25.1
ENSMUSG00000027313,69065,4.3.2.7
ENSMUSG00000032966,14225,5.2.1.8
ENSMUSG00000026753,67857,3.1.3.16
ENSMUSG00000052155,11480,2.7.11.30
ENSMUSG00000060988,271786,2.4.1.41
ENSMUSG00000026827,14571,1.1.5.3
ENSMUSG00000026828,241391,2.4.1.41
ENSMUSG00000026834,269275,2.7.11.30
ENSMUSG00000026836,11477,2.7.11.30
ENSMUSG00000026839,76654,2.4.2.3
ENSMUSG00000026977,57438,2.3.2.27
ENSMUSG00000035000,13482,3.4.14.5
ENSMUSG00000027199,67092,2.1.4.1
ENSMUSG00000118663,214616,3.6.4.10
ENSMUSG00000005510,68349,7.1.1.2
ENSMUSG00000063235,66461,3.1.3.16
ENSMUSG00000063235,66461,3.1.3.48
ENSMUSG00000037514,74450,2.7.1.33
ENSMUSG00000027403,241636,2.3.2.13
ENSMUSG00000027406,170718,1.1.1.41
ENSMUSG00000040061,18796,3.1.4.11
ENSMUSG00000027332,56357,1.3.8.4
ENSMUSG00000027379,12235,2.7.11.1
ENSMUSG00000027333,228608,1.5.3.16
ENSMUSG00000027618,18041,2.8.1.7
ENSMUSG00000025314,19271,3.1.3.48
ENSMUSG00000026866,70789,3.7.1.3
ENSMUSG00000027198,14043,2.4.1.224
ENSMUSG00000027198,14043,2.4.1.225
ENSMUSG00000040174,69113,1.14.11.54
ENSMUSG00000006418,81018,2.3.2.27
ENSMUSG00000090213,407243,1.14.19.77
ENSMUSG00000046020,140484,2.4.1.221
ENSMUSG00000027478,13436,2.1.1.37
ENSMUSG00000046854,227733,2.7.1.68
ENSMUSG00000079442,20448,2.4.3.7
ENSMUSG00000026817,11636,2.7.4.3
ENSMUSG00000009566,14287,6.3.2.17
ENSMUSG00000009555,107951,2.7.11.22
ENSMUSG00000009555,107951,2.7.11.23
ENSMUSG00000053746,329384,3.1.1.29
ENSMUSG00000034075,228136,2.3.1.225
ENSMUSG00000027079,98985,2.7.1.78
ENSMUSG00000027078,56791,2.3.2.23
ENSMUSG00000039648,70266,2.6.1.7
ENSMUSG00000039648,70266,4.4.1.13
ENSMUSG00000039648,70266,2.6.1.64
ENSMUSG00000075419,227697,2.7.1.108
ENSMUSG00000026856,57170,3.6.1.43
ENSMUSG00000026853,12908,2.3.1.7
ENSMUSG00000027303,19262,3.1.3.48
ENSMUSG00000027452,68738,6.2.1.1
ENSMUSG00000033068,12497,3.6.1.6
ENSMUSG00000038567,13081,1.14.15.16
ENSMUSG00000027134,99010,2.3.1.23
ENSMUSG00000027597,269378,3.13.2.1
ENSMUSG00000053916,67311,3.1.3.29
