ENSMUSG,mmu,Enzyme
ENSMUSG00000042133,228005,5.2.1.8
ENSMUSG00000005982,74763,2.3.1.259
ENSMUSG00000001674,66942,3.6.4.13
ENSMUSG00000031400,14381,1.1.1.49
ENSMUSG00000031400,14381,1.1.1.363
ENSMUSG00000024665,56473,1.14.19.3
ENSMUSG00000040018,226139,1.17.99.9
ENSMUSG00000009376,17295,2.7.10.1
ENSMUSG00000061298,78933,3.4.17.24
ENSMUSG00000010663,76267,1.14.19.44
ENSMUSG00000021196,56421,2.7.1.11
ENSMUSG00000021108,18755,2.7.11.13
ENSMUSG00000019893,19886,2.7.10.1
ENSMUSG00000036356,234356,2.4.1.174
ENSMUSG00000036356,234356,2.4.1.175
ENSMUSG00000027088,73373,3.1.3.74
ENSMUSG00000028937,70025,3.1.2.2
ENSMUSG00000005980,13419,3.1.21.1
ENSMUSG00000005672,16590,2.7.10.1
ENSMUSG00000022304,64705,3.5.2.2
ENSMUSG00000021203,68149,3.4.19.12
ENSMUSG00000041645,27225,3.6.4.13
ENSMUSG00000028874,14191,2.7.10.2
ENSMUSG00000004880,98386,1.3.1.70
ENSMUSG00000062168,237178,3.1.3.16
ENSMUSG00000094724,68195,4.6.1.19
ENSMUSG00000039662,57295,2.1.1.100
ENSMUSG00000031936,244698,1.16.3.1
ENSMUSG00000042650,268420,1.14.11.53
ENSMUSG00000025403,108037,2.1.2.1
ENSMUSG00000079110,12335,3.4.22.54
ENSMUSG00000017830,80861,3.6.4.13
ENSMUSG00000062234,231580,2.7.11.1
ENSMUSG00000015568,16956,3.1.1.34
ENSMUSG00000031432,19139,2.7.6.1
ENSMUSG00000025196,93721,3.4.17.3
ENSMUSG00000035245,101351,2.4.1.255
ENSMUSG00000031027,117229,2.7.11.1
ENSMUSG00000035735,269060,3.1.1.116
ENSMUSG00000057286,20446,2.4.3.3
ENSMUSG00000025197,226143,1.14.14.1
ENSMUSG00000023068,52014,2.5.1.87
ENSMUSG00000056162,338403,3.4.13.20
ENSMUSG00000020918,14534,2.3.1.48
ENSMUSG00000024644,66054,3.4.13.18
ENSMUSG00000023809,20112,2.7.11.1
ENSMUSG00000025939,66799,2.3.2.25
ENSMUSG00000074604,211666,2.5.1.18
ENSMUSG00000025199,12675,2.7.11.10
ENSMUSG00000021492,58992,3.4.21.38
ENSMUSG00000036282,70646,2.3.1.256
ENSMUSG00000024052,64898,3.1.3.4
ENSMUSG00000021754,26401,2.7.11.25
ENSMUSG00000026094,98267,2.7.11.1
ENSMUSG00000036779,214627,2.7.7.19
ENSMUSG00000009588,20445,2.4.3.3
ENSMUSG00000028862,53608,2.7.11.25
ENSMUSG00000062960,16542,2.7.10.1
ENSMUSG00000032323,13070,1.14.15.6
ENSMUSG00000000266,23947,2.3.2.27
ENSMUSG00000031292,382253,2.7.11.22
ENSMUSG00000031659,11513,4.6.1.1
ENSMUSG00000030345,101320,2.7.12.1
ENSMUSG00000058298,71567,5.6.2.4
ENSMUSG00000042807,329152,2.3.2.26
ENSMUSG00000024614,67988,5.3.4.1
ENSMUSG00000029233,57357,1.3.1.22
ENSMUSG00000029233,57357,1.3.1.94
ENSMUSG00000024173,100503895,3.4.21.59
ENSMUSG00000030061,22200,6.2.1.64
ENSMUSG00000025202,30049,1.14.19.1
ENSMUSG00000033825,17229,3.4.21.59
ENSMUSG00000019232,71760,4.2.3.2
ENSMUSG00000018846,211347,2.7.1.33
ENSMUSG00000028399,19266,3.1.3.48
ENSMUSG00000031138,14071,3.4.21.22
ENSMUSG00000095687,100037283,4.6.1.19
ENSMUSG00000041528,84585,2.3.2.27
ENSMUSG00000018848,104458,6.1.1.19
ENSMUSG00000028072,18211,2.7.10.1
ENSMUSG00000028098,67845,2.3.2.27
ENSMUSG00000047654,83984,2.7.11.1
ENSMUSG00000038028,319801,3.1.3.46
ENSMUSG00000034445,225912,7.2.1.3
ENSMUSG00000005640,23920,2.7.10.1
ENSMUSG00000022475,56233,3.5.1.98
ENSMUSG00000019927,216080,2.3.2.23
ENSMUSG00000024404,66878,2.7.11.1
ENSMUSG00000034371,225913,2.7.1.28
ENSMUSG00000034371,225913,2.7.1.29
ENSMUSG00000034371,225913,4.6.1.15
ENSMUSG00000003746,17155,3.2.1.113
ENSMUSG00000026778,18761,2.7.11.13
ENSMUSG00000037997,101187,2.4.2.30
ENSMUSG00000060733,69718,2.7.1.140
ENSMUSG00000060733,69718,2.7.1.151
ENSMUSG00000002814,21975,5.6.2.1
ENSMUSG00000030350,381813,2.1.1.319
ENSMUSG00000025396,27400,1.1.1.62
ENSMUSG00000025396,27400,1.1.1.105
ENSMUSG00000025396,27400,1.1.1.239
ENSMUSG00000024738,58803,3.4.23.1
ENSMUSG00000022521,12914,2.3.1.48
ENSMUSG00000002688,18760,2.7.11.13
ENSMUSG00000030409,13400,2.7.11.1
ENSMUSG00000025395,19075,2.7.7.102
ENSMUSG00000044308,68795,2.3.2.27
ENSMUSG00000033405,214254,3.6.1.55
ENSMUSG00000022110,20916,6.2.1.4
ENSMUSG00000022110,20916,6.2.1.5
ENSMUSG00000042032,108645,2.5.1.6
ENSMUSG00000005580,11515,4.6.1.1
ENSMUSG00000036155,107895,2.4.1.155
ENSMUSG00000038633,13244,1.14.19.17
ENSMUSG00000038633,13244,1.14.18.5
ENSMUSG00000029776,58875,1.1.1.31
ENSMUSG00000071072,56351,5.3.99.3
ENSMUSG00000023868,23984,3.1.4.17
ENSMUSG00000023868,23984,3.1.4.35
ENSMUSG00000028093,66659,3.1.3.2
ENSMUSG00000078816,18752,2.7.11.13
ENSMUSG00000036712,74256,3.4.19.12
ENSMUSG00000019888,67569,2.4.1.201
ENSMUSG00000019888,67569,2.4.1.145
ENSMUSG00000004815,110524,2.7.1.107
ENSMUSG00000020534,20425,2.1.2.1
ENSMUSG00000025218,56626,2.7.7.7
ENSMUSG00000031154,54644,3.4.19.12
ENSMUSG00000027984,15107,1.1.1.35
ENSMUSG00000024735,28000,2.3.2.27
ENSMUSG00000025393,11947,7.1.2.2
ENSMUSG00000030407,67369,2.3.2.5
ENSMUSG00000027983,71519,1.14.14.80
ENSMUSG00000032374,26432,1.14.11.4
ENSMUSG00000042064,329421,2.7.11.1
ENSMUSG00000029238,12753,2.3.1.48
ENSMUSG00000002963,59047,3.1.3.32
ENSMUSG00000002963,59047,2.7.1.78
ENSMUSG00000032590,235606,3.4.19.1
ENSMUSG00000018932,26397,2.7.12.2
ENSMUSG00000029648,14254,2.7.10.1
ENSMUSG00000035293,217558,2.3.2.26
ENSMUSG00000028032,23971,2.7.7.4
ENSMUSG00000028032,23971,2.7.1.25
ENSMUSG00000025220,76055,3.2.1.169
ENSMUSG00000025220,76055,2.3.1.48
ENSMUSG00000062949,320940,7.6.2.1
ENSMUSG00000070880,14415,4.1.1.15
ENSMUSG00000028088,14263,1.14.13.8
ENSMUSG00000033540,15932,3.2.1.76
ENSMUSG00000074886,26385,2.7.11.16
ENSMUSG00000005958,13845,2.7.10.1
ENSMUSG00000037553,503610,2.3.1.225
ENSMUSG00000032010,53376,3.4.19.12
ENSMUSG00000042506,216825,3.4.19.12
ENSMUSG00000055471,11682,2.7.10.1
ENSMUSG00000022991,16770,2.4.1.22
ENSMUSG00000004070,15369,1.14.14.18
ENSMUSG00000030602,70584,2.7.11.1
ENSMUSG00000027598,16396,2.3.2.26
ENSMUSG00000025754,244071,3.4.17.24
ENSMUSG00000014554,27369,2.7.1.113
ENSMUSG00000021048,108156,1.5.1.5
ENSMUSG00000021048,108156,3.5.4.9
ENSMUSG00000021048,108156,6.3.4.3
ENSMUSG00000042282,245650,4.6.1.2
ENSMUSG00000054469,225010,2.3.1.51
ENSMUSG00000022517,17237,2.3.2.27
ENSMUSG00000019102,11670,1.2.1.5
ENSMUSG00000053128,213211,2.3.2.27
ENSMUSG00000061731,14042,2.4.1.224
ENSMUSG00000061731,14042,2.4.1.225
ENSMUSG00000024064,71685,2.4.1.41
ENSMUSG00000023826,50873,2.3.2.31
ENSMUSG00000026348,266645,4.1.1.45
ENSMUSG00000022994,11512,4.6.1.1
ENSMUSG00000023827,68262,2.3.1.51
ENSMUSG00000021758,13206,3.6.4.13
ENSMUSG00000035247,207304,2.3.2.26
ENSMUSG00000022425,18606,3.1.4.39
ENSMUSG00000024066,22436,1.17.1.4
ENSMUSG00000024066,22436,1.17.3.2
ENSMUSG00000036743,73677,3.4.25.1
ENSMUSG00000021996,13885,3.1.2.12
ENSMUSG00000090100,140810,2.7.11.26
ENSMUSG00000038541,94224,1.3.1.22
ENSMUSG00000014426,26407,2.7.11.25
ENSMUSG00000035725,19108,2.7.11.11
ENSMUSG00000021759,19012,3.1.3.4
ENSMUSG00000059481,18815,3.4.21.7
ENSMUSG00000037990,237353,2.3.2.27
ENSMUSG00000041997,228012,2.7.11.1
ENSMUSG00000010025,11671,1.2.1.3
ENSMUSG00000044005,216456,3.5.1.2
ENSMUSG00000026509,12334,3.4.22.53
ENSMUSG00000031278,50790,6.2.1.3
ENSMUSG00000041323,78801,2.7.4.3
ENSMUSG00000043943,72560,3.4.17.21
ENSMUSG00000021065,53618,2.4.1.68
ENSMUSG00000006906,70527,3.4.19.12
ENSMUSG00000039982,207521,2.3.2.27
ENSMUSG00000051590,22625,2.7.11.25
ENSMUSG00000035948,380660,6.2.1.17
ENSMUSG00000047155,81906,1.14.14.1
ENSMUSG00000047454,268566,2.10.1.1
ENSMUSG00000047454,268566,2.7.7.75
ENSMUSG00000041859,17215,5.6.2.3
ENSMUSG00000083138,230639,1.14.14.80
ENSMUSG00000066071,277753,1.14.14.80
ENSMUSG00000027875,15360,2.3.3.10
ENSMUSG00000078597,13118,1.14.14.80
ENSMUSG00000027603,207182,2.3.2.2
ENSMUSG00000027603,207182,3.4.19.13
ENSMUSG00000084346,435802,1.14.14.80
ENSMUSG00000028715,13119,1.14.14.80
ENSMUSG00000071633,240549,2.3.1.192
ENSMUSG00000066072,13117,1.14.14.80
ENSMUSG00000027272,22222,2.3.2.27
ENSMUSG00000063683,107146,2.3.1.13
ENSMUSG00000063683,107146,2.3.1.71
ENSMUSG00000035916,237523,3.1.3.48
ENSMUSG00000055415,319767,7.6.2.1
ENSMUSG00000016018,72198,3.6.4.13
ENSMUSG00000024694,64697,2.3.1.13
ENSMUSG00000024694,64697,2.3.1.71
ENSMUSG00000028712,666168,1.14.14.80
ENSMUSG00000021111,18789,2.7.7.19
ENSMUSG00000024068,50850,5.6.1.1
ENSMUSG00000024695,109910,2.3.2.27
ENSMUSG00000063929,100040843,1.14.14.80
ENSMUSG00000028713,13120,1.14.14.1
ENSMUSG00000042426,218629,3.6.4.13
ENSMUSG00000026773,170768,2.7.1.105
ENSMUSG00000026773,170768,3.1.3.46
ENSMUSG00000019916,18451,1.14.11.2
ENSMUSG00000030357,14228,5.2.1.8
ENSMUSG00000053398,236539,1.1.1.95
ENSMUSG00000053398,236539,1.1.1.399
ENSMUSG00000022853,74147,4.2.1.17
ENSMUSG00000022853,74147,1.1.1.35
ENSMUSG00000022853,74147,5.3.3.8
ENSMUSG00000031360,55936,6.3.4.2
ENSMUSG00000030815,68961,2.7.11.19
ENSMUSG00000090817,100043461,1.1.1.145
ENSMUSG00000090817,100043461,5.3.3.1
ENSMUSG00000095143,15495,1.1.1.145
ENSMUSG00000095143,15495,5.3.3.1
ENSMUSG00000038754,12686,2.3.1.199
ENSMUSG00000073460,240023,3.1.13.4
ENSMUSG00000009646,69836,3.1.1.4
ENSMUSG00000095388,100043456,1.1.1.145
ENSMUSG00000095388,100043456,5.3.3.1
ENSMUSG00000038092,15496,1.1.1.145
ENSMUSG00000038092,15496,5.3.3.1
ENSMUSG00000021760,69590,1.11.1.9
ENSMUSG00000063730,15493,1.1.1.145
ENSMUSG00000063730,15493,5.3.3.1
ENSMUSG00000023132,14938,3.4.21.78
ENSMUSG00000028013,74776,3.6.1.1
ENSMUSG00000033618,71751,2.7.11.25
ENSMUSG00000025574,21877,2.7.1.21
ENSMUSG00000062410,15494,1.1.1.145
ENSMUSG00000062410,15494,5.3.3.1
ENSMUSG00000027869,15497,1.1.1.145
ENSMUSG00000027869,15497,5.3.3.1
ENSMUSG00000023143,27426,3.1.4.45
ENSMUSG00000027871,15492,1.1.1.145
ENSMUSG00000027871,15492,5.3.3.1
ENSMUSG00000039427,208211,2.4.1.142
ENSMUSG00000025980,15510,5.6.1.7
ENSMUSG00000003644,20111,2.7.11.1
ENSMUSG00000017718,71562,3.5.1.9
ENSMUSG00000027870,56185,1.1.3.15
ENSMUSG00000019762,70337,1.21.1.1
ENSMUSG00000034744,56174,2.7.1.59
ENSMUSG00000021125,11847,3.5.3.1
ENSMUSG00000025934,14859,2.5.1.18
ENSMUSG00000010086,22671,2.3.2.27
ENSMUSG00000066441,17252,1.1.1.300
ENSMUSG00000029097,78890,2.1.1.211
ENSMUSG00000021123,77974,1.1.1.300
ENSMUSG00000021115,22367,2.7.11.1
ENSMUSG00000022855,75826,3.4.22.68
ENSMUSG00000004233,70560,6.1.1.2
ENSMUSG00000062480,224530,2.3.1.9
ENSMUSG00000083695,74264,2.3.2.27
ENSMUSG00000038074,231997,5.2.1.8
ENSMUSG00000017713,71776,4.1.2.48
ENSMUSG00000023832,110460,2.3.1.9
ENSMUSG00000030816,233900,2.3.2.27
ENSMUSG00000041301,12638,5.6.1.6
ENSMUSG00000029246,231327,2.4.2.14
ENSMUSG00000059146,18213,2.7.10.1
ENSMUSG00000041231,79560,3.1.3.16
ENSMUSG00000017715,74451,2.7.8.5
ENSMUSG00000031373,56078,4.2.1.1
ENSMUSG00000024640,107272,2.6.1.52
ENSMUSG00000034342,12402,2.3.2.27
ENSMUSG00000001034,23939,2.7.11.24
ENSMUSG00000021999,56373,3.4.17.20
ENSMUSG00000029247,67054,4.1.1.21
ENSMUSG00000029247,67054,6.3.2.6
ENSMUSG00000024233,67328,3.2.1.17
ENSMUSG00000046994,212679,6.1.1.10
ENSMUSG00000026246,11650,3.1.3.1
ENSMUSG00000021494,72935,3.6.4.13
ENSMUSG00000058446,387524,2.3.2.27
ENSMUSG00000079440,76768,3.1.3.1
ENSMUSG00000040749,20438,2.3.2.27
ENSMUSG00000019189,74315,2.3.2.27
ENSMUSG00000006818,20656,1.15.1.1
ENSMUSG00000028167,69772,1.1.1.104
ENSMUSG00000039231,20937,2.1.1.355
ENSMUSG00000036500,11648,3.1.3.1
ENSMUSG00000031545,102247,2.3.1.15
ENSMUSG00000002797,110175,4.3.2.9
ENSMUSG00000029098,80911,1.3.3.6
ENSMUSG00000029777,353172,6.1.1.14
ENSMUSG00000057880,268860,2.6.1.19
ENSMUSG00000057880,268860,2.6.1.22
ENSMUSG00000032409,245000,2.7.11.1
ENSMUSG00000056770,52690,2.1.1.85
ENSMUSG00000027605,60525,6.2.1.1
ENSMUSG00000030402,232941,3.1.3.16
ENSMUSG00000044468,74645,2.7.7.19
ENSMUSG00000032705,97827,3.1.11.1
ENSMUSG00000008763,17156,3.2.1.113
ENSMUSG00000022861,110197,2.7.1.107
ENSMUSG00000027610,14854,6.3.2.3
ENSMUSG00000021504,218271,2.4.1.133
ENSMUSG00000021130,108760,2.4.1.41
ENSMUSG00000024073,12211,2.3.2.23
ENSMUSG00000022711,54128,5.4.2.8
ENSMUSG00000021259,13116,1.14.14.25
ENSMUSG00000003477,21743,2.1.1.49
ENSMUSG00000003477,21743,2.1.1.96
ENSMUSG00000015405,70008,3.4.17.23
ENSMUSG00000038022,330323,3.4.19.12
ENSMUSG00000031549,209176,1.13.11.52
ENSMUSG00000021500,212880,3.6.4.13
ENSMUSG00000001751,27419,3.2.1.50
ENSMUSG00000031551,15930,1.13.11.52
ENSMUSG00000014668,231600,2.3.2.27
ENSMUSG00000019301,15485,1.1.1.62
ENSMUSG00000001755,71743,2.7.7.3
ENSMUSG00000001755,71743,2.7.1.24
ENSMUSG00000005534,16337,2.7.10.1
ENSMUSG00000026354,226413,3.2.1.108
ENSMUSG00000026354,226413,3.2.1.62
ENSMUSG00000022710,252870,3.4.19.12
ENSMUSG00000021496,72562,4.2.1.96
ENSMUSG00000026355,17219,5.6.2.3
ENSMUSG00000015536,17434,2.8.1.12
ENSMUSG00000031377,12169,2.7.10.2
ENSMUSG00000026356,226414,6.1.1.12
ENSMUSG00000031379,69656,1.13.11.24
ENSMUSG00000023019,14555,1.1.1.8
ENSMUSG00000023021,71949,2.3.1.291
ENSMUSG00000027015,73649,7.2.1.3
ENSMUSG00000031284,18481,2.7.11.1
ENSMUSG00000011254,66628,2.7.7.79
ENSMUSG00000048495,68736,1.14.11.42
ENSMUSG00000025034,93679,2.3.2.27
ENSMUSG00000044350,210808,2.4.2.1
ENSMUSG00000044350,210808,2.4.2.28
ENSMUSG00000044350,210808,3.5.4.4
ENSMUSG00000025236,72141,2.7.1.147
ENSMUSG00000038843,14537,2.4.1.102
ENSMUSG00000024712,54391,2.7.1.26
ENSMUSG00000021816,19056,3.1.3.16
ENSMUSG00000039236,57444,3.1.13.1
ENSMUSG00000040675,270685,6.3.4.3
ENSMUSG00000039384,63953,3.1.3.16
ENSMUSG00000039384,63953,3.1.3.48
ENSMUSG00000031381,18700,2.4.1.198
ENSMUSG00000003555,13074,1.14.14.19
ENSMUSG00000003555,13074,1.14.14.32
ENSMUSG00000025059,14933,2.7.1.30
ENSMUSG00000003559,57344,2.1.1.137
ENSMUSG00000035798,320150,2.3.1.225
ENSMUSG00000021620,74156,3.1.2.1
ENSMUSG00000078578,66105,2.3.2.23
ENSMUSG00000022504,12265,2.7.11.1
ENSMUSG00000037847,225994,2.7.1.22
ENSMUSG00000037847,225994,2.7.1.173
ENSMUSG00000024726,67383,2.1.1.22
ENSMUSG00000021901,104416,3.4.19.12
ENSMUSG00000024727,225997,2.7.11.1
ENSMUSG00000021263,70059,1.14.19.17
ENSMUSG00000021263,70059,1.14.18.5
ENSMUSG00000032171,23988,5.2.1.8
ENSMUSG00000026156,280645,2.4.1.135
ENSMUSG00000042308,233904,2.1.1.354
ENSMUSG00000025234,23806,2.3.2.31
ENSMUSG00000028164,110173,3.2.1.25
ENSMUSG00000025041,76952,3.1.3.5
ENSMUSG00000031016,22390,2.7.11.1
ENSMUSG00000025232,15211,3.2.1.52
ENSMUSG00000033161,11928,7.2.2.13
ENSMUSG00000041440,235533,2.7.1.30
ENSMUSG00000042724,338372,2.7.11.25
ENSMUSG00000005682,103135,3.1.13.4
ENSMUSG00000021266,22375,6.1.1.2
ENSMUSG00000047879,59025,3.4.19.12
ENSMUSG00000028708,17346,2.7.11.1
ENSMUSG00000034413,240055,2.3.2.27
ENSMUSG00000004798,29869,2.7.11.1
ENSMUSG00000024190,19252,3.1.3.16
ENSMUSG00000024190,19252,3.1.3.48
ENSMUSG00000024290,19877,2.7.11.1
ENSMUSG00000012117,67422,2.5.1.87
ENSMUSG00000074480,72640,2.3.2.27
ENSMUSG00000055932,26383,1.14.11.53
ENSMUSG00000026620,226778,2.7.11.1
ENSMUSG00000031168,13595,5.3.3.5
ENSMUSG00000029500,72542,3.1.3.16
ENSMUSG00000022885,20440,2.4.3.1
ENSMUSG00000032123,13478,2.7.8.15
ENSMUSG00000007080,18973,2.7.7.7
ENSMUSG00000042289,101502,1.1.1.181
ENSMUSG00000005683,12974,2.3.3.1
ENSMUSG00000006435,18011,2.3.2.27
ENSMUSG00000053675,74176,2.3.2.13
ENSMUSG00000053279,11668,1.2.1.36
ENSMUSG00000024747,26358,1.2.1.36
ENSMUSG00000079103,640543,2.3.2.13
ENSMUSG00000021707,13361,1.5.1.3
ENSMUSG00000074890,329504,2.1.1.290
ENSMUSG00000074890,329504,2.3.1.231
ENSMUSG00000035585,66078,4.6.1.16
ENSMUSG00000031740,17390,3.4.24.24
ENSMUSG00000021725,52552,2.4.2.30
ENSMUSG00000034171,14073,3.5.1.99
ENSMUSG00000032126,15288,2.5.1.61
ENSMUSG00000020395,16428,2.7.10.2
ENSMUSG00000024294,225164,2.3.2.27
ENSMUSG00000031337,17772,3.1.3.64
ENSMUSG00000031337,17772,3.1.3.95
ENSMUSG00000039410,70673,2.1.1.367
ENSMUSG00000058624,14544,3.5.4.3
ENSMUSG00000033192,270084,2.3.1.23
ENSMUSG00000033192,270084,2.3.1.67
ENSMUSG00000030400,13871,5.6.2.3
ENSMUSG00000047368,226016,3.1.2.22
ENSMUSG00000025060,20874,2.7.11.1
ENSMUSG00000040782,26374,2.3.2.27
ENSMUSG00000068748,19283,3.1.3.48
ENSMUSG00000024576,93687,2.7.11.1
ENSMUSG00000025237,67287,2.4.2.30
ENSMUSG00000006920,14055,2.1.1.356
ENSMUSG00000014769,19170,3.4.25.1
ENSMUSG00000031233,18663,2.7.2.3
ENSMUSG00000024754,83921,3.2.1.35
ENSMUSG00000029504,69663,3.6.4.13
ENSMUSG00000057400,13884,3.1.1.1
ENSMUSG00000025373,67588,2.3.2.27
ENSMUSG00000006678,18968,2.7.7.7
ENSMUSG00000063558,11761,1.2.3.1
ENSMUSG00000056973,104158,3.1.1.1
ENSMUSG00000034731,380921,2.7.1.107
ENSMUSG00000061959,13897,3.1.1.1
ENSMUSG00000015214,53332,3.1.3.64
ENSMUSG00000015214,53332,3.1.3.95
ENSMUSG00000031725,234564,3.1.1.1
ENSMUSG00000027531,55980,3.1.3.25
ENSMUSG00000096145,27973,1.17.4.4
ENSMUSG00000042167,100715,2.7.7.19
ENSMUSG00000035246,236899,2.7.7.15
ENSMUSG00000025068,14873,2.5.1.18
ENSMUSG00000026409,18640,2.7.1.105
ENSMUSG00000026409,18640,3.1.3.46
ENSMUSG00000025069,68214,2.5.1.18
ENSMUSG00000029695,30956,1.5.1.8
ENSMUSG00000029695,30956,1.5.1.9
ENSMUSG00000058019,67935,3.1.1.1
ENSMUSG00000035232,236900,2.7.11.2
ENSMUSG00000025453,18115,1.6.1.2
ENSMUSG00000025453,18115,7.1.1.1
ENSMUSG00000031169,53627,2.3.1.250
ENSMUSG00000027797,13175,2.7.11.1
ENSMUSG00000031751,23802,2.3.2.36
ENSMUSG00000030074,232313,2.4.2.42
ENSMUSG00000028403,68268,2.3.1.225
ENSMUSG00000000530,11482,2.7.11.30
ENSMUSG00000009535,67897,2.1.1.56
ENSMUSG00000044201,12532,3.1.3.48
ENSMUSG00000050663,237553,3.4.19.6
ENSMUSG00000000532,11479,2.7.11.30
ENSMUSG00000006764,216343,1.14.16.4
ENSMUSG00000025027,170750,3.4.11.9
ENSMUSG00000035357,55983,2.3.2.27
ENSMUSG00000024234,67440,2.7.7.19
ENSMUSG00000064294,71724,1.2.3.1
ENSMUSG00000051977,213389,2.1.1.354
ENSMUSG00000049090,225791,1.3.1.48
ENSMUSG00000026618,381314,6.1.1.5
ENSMUSG00000050890,230809,2.7.11.1
ENSMUSG00000028834,433766,2.3.2.27
ENSMUSG00000023921,17850,5.4.99.2
ENSMUSG00000024235,26410,2.7.11.25
ENSMUSG00000038168,210530,1.14.11.7
ENSMUSG00000021311,238505,2.1.1.13
ENSMUSG00000031171,54632,2.1.1.205
ENSMUSG00000046697,238011,3.1.4.12
ENSMUSG00000035112,69847,2.7.11.1
ENSMUSG00000038242,71872,1.2.3.1
ENSMUSG00000032294,18746,2.7.1.40
ENSMUSG00000028161,19055,3.1.3.16
ENSMUSG00000065979,223978,3.1.3.16
ENSMUSG00000026617,23827,3.1.3.7
ENSMUSG00000058183,27390,3.4.24.11
ENSMUSG00000079554,213043,1.2.3.1
ENSMUSG00000040365,211007,2.3.2.27
ENSMUSG00000004099,13433,2.1.1.37
ENSMUSG00000116564,67045,2.7.11.1
ENSMUSG00000021884,56794,4.1.2.63
ENSMUSG00000025420,71206,5.6.1.1
ENSMUSG00000022685,74108,3.1.13.4
ENSMUSG00000020661,13435,2.1.1.37
ENSMUSG00000044986,22117,2.8.1.1
ENSMUSG00000044986,22117,2.8.1.2
ENSMUSG00000071711,246221,2.8.1.1
ENSMUSG00000071711,246221,2.8.1.2
ENSMUSG00000030399,12715,2.7.3.2
ENSMUSG00000021900,26363,3.5.1.12
ENSMUSG00000016528,17164,2.7.11.1
ENSMUSG00000030802,12041,2.7.11.4
ENSMUSG00000029059,66469,1.11.1.20
ENSMUSG00000023845,240028,3.4.11.3
ENSMUSG00000039308,17423,2.8.2.8
ENSMUSG00000074768,12116,2.1.1.5
ENSMUSG00000034765,240672,3.1.3.16
ENSMUSG00000034765,240672,3.1.3.48
ENSMUSG00000032899,243659,2.7.10.2
ENSMUSG00000028838,56219,2.4.1.224
ENSMUSG00000016526,226419,2.7.12.1
ENSMUSG00000026615,107508,6.1.1.17
ENSMUSG00000026615,107508,6.1.1.15
ENSMUSG00000005686,11717,3.5.4.6
ENSMUSG00000042118,64918,2.1.1.10
ENSMUSG00000042102,74129,1.5.8.4
ENSMUSG00000022681,18203,3.5.1.121
ENSMUSG00000030801,67773,2.3.1.48
ENSMUSG00000004347,18575,3.1.4.17
ENSMUSG00000042082,11881,3.1.6.12
ENSMUSG00000018166,13867,2.7.10.1
ENSMUSG00000037366,100163,3.1.1.47
ENSMUSG00000021903,78754,2.4.1.41
ENSMUSG00000030397,232944,2.7.11.1
ENSMUSG00000049858,211389,1.8.3.1
ENSMUSG00000020154,19263,3.1.3.48
ENSMUSG00000029507,56361,5.4.99.12
ENSMUSG00000058594,50755,5.6.2.4
ENSMUSG00000072946,77219,1.3.1.48
ENSMUSG00000003665,15116,2.4.1.212
ENSMUSG00000023045,223920,2.3.1.26
ENSMUSG00000051705,71599,3.4.22.68
ENSMUSG00000023044,246277,4.1.1.29
ENSMUSG00000023044,246277,4.1.1.11
ENSMUSG00000055301,11529,1.1.1.1
ENSMUSG00000038751,20459,2.7.10.2
ENSMUSG00000036503,24017,2.3.2.27
ENSMUSG00000025742,110639,2.7.6.1
ENSMUSG00000027579,20811,2.7.10.2
ENSMUSG00000020654,104111,4.6.1.1
ENSMUSG00000023914,17287,3.4.24.18
ENSMUSG00000007783,78070,2.3.1.21
ENSMUSG00000029512,22241,2.7.11.1
ENSMUSG00000032456,74080,2.7.7.1
ENSMUSG00000032456,74080,2.7.7.18
ENSMUSG00000074207,11522,1.1.1.1
ENSMUSG00000091896,56550,2.3.2.23
ENSMUSG00000026034,12747,2.7.12.1
ENSMUSG00000096199,69709,3.1.1.29
ENSMUSG00000023913,27226,3.1.1.47
ENSMUSG00000038084,74143,3.6.5.5
ENSMUSG00000029781,27055,5.2.1.8
ENSMUSG00000024210,271424,2.7.4.21
ENSMUSG00000021684,218461,3.1.4.53
ENSMUSG00000020647,17977,2.3.1.48
ENSMUSG00000025358,12566,2.7.11.22
ENSMUSG00000002948,26400,2.7.12.2
ENSMUSG00000023963,56050,1.14.14.26
ENSMUSG00000025357,13139,2.7.1.107
ENSMUSG00000039224,110957,3.6.4.13
ENSMUSG00000031352,15159,4.4.1.17
ENSMUSG00000037306,230815,3.2.1.113
ENSMUSG00000029780,107569,3.1.3.91
ENSMUSG00000026035,70225,5.2.1.8
ENSMUSG00000021820,12325,2.7.11.17
ENSMUSG00000037797,26876,1.1.1.1
ENSMUSG00000006378,26912,2.3.1.29
ENSMUSG00000116378,26912,2.3.1.29
ENSMUSG00000070385,229665,3.5.4.6
ENSMUSG00000058290,105988,3.4.22.49
ENSMUSG00000039242,97884,2.4.1.313
ENSMUSG00000026767,66960,3.4.19.12
ENSMUSG00000023961,224794,3.6.1.29
ENSMUSG00000028138,11532,1.1.1.284
ENSMUSG00000028138,11532,1.1.1.1
ENSMUSG00000027555,71934,4.2.1.1
ENSMUSG00000079434,23956,3.2.1.18
ENSMUSG00000039176,18975,2.7.7.7
ENSMUSG00000005813,75624,3.4.11.18
ENSMUSG00000013736,70047,2.7.7.72
ENSMUSG00000024087,13078,1.14.14.1
ENSMUSG00000027556,12346,4.2.1.1
