ENSMUSG,FC
ENSMUSG00000039633,UP
ENSMUSG00000039662,UP
ENSMUSG00000039865,UP
ENSMUSG00000039886,UP
ENSMUSG00000040017,UP
ENSMUSG00000040026,UP
ENSMUSG00000040152,UP
ENSMUSG00000040188,UP
ENSMUSG00000040212,UP
ENSMUSG00000040280,UP
ENSMUSG00000040345,UP
ENSMUSG00000040350,UP
ENSMUSG00000040435,UP
ENSMUSG00000040447,UP
ENSMUSG00000040488,UP
ENSMUSG00000040584,UP
ENSMUSG00000040591,UP
ENSMUSG00000040658,UP
ENSMUSG00000040659,UP
ENSMUSG00000040660,UP
ENSMUSG00000040699,UP
ENSMUSG00000040706,UP
ENSMUSG00000040711,UP
ENSMUSG00000040721,UP
ENSMUSG00000040767,UP
ENSMUSG00000040875,UP
ENSMUSG00000040883,UP
ENSMUSG00000040891,UP
ENSMUSG00000040913,UP
ENSMUSG00000041078,UP
ENSMUSG00000041237,UP
ENSMUSG00000041263,UP
ENSMUSG00000041378,UP
ENSMUSG00000041598,UP
ENSMUSG00000041633,UP
ENSMUSG00000041695,UP
ENSMUSG00000041697,UP
ENSMUSG00000041736,UP
ENSMUSG00000041762,UP
ENSMUSG00000041798,UP
ENSMUSG00000041881,UP
ENSMUSG00000041920,UP
ENSMUSG00000041939,UP
ENSMUSG00000042029,UP
ENSMUSG00000042066,UP
ENSMUSG00000042115,UP
ENSMUSG00000042165,UP
ENSMUSG00000042178,UP
ENSMUSG00000042216,UP
ENSMUSG00000042249,UP
ENSMUSG00000042293,UP
ENSMUSG00000042340,UP
ENSMUSG00000042379,UP
ENSMUSG00000042380,UP
ENSMUSG00000042607,UP
ENSMUSG00000042622,UP
ENSMUSG00000042694,UP
ENSMUSG00000042737,UP
ENSMUSG00000042745,UP
ENSMUSG00000042747,UP
ENSMUSG00000042787,UP
ENSMUSG00000042821,UP
ENSMUSG00000042834,UP
ENSMUSG00000042854,UP
ENSMUSG00000042992,UP
ENSMUSG00000043013,UP
ENSMUSG00000043085,UP
ENSMUSG00000043091,UP
ENSMUSG00000043099,UP
ENSMUSG00000043165,UP
ENSMUSG00000043192,UP
ENSMUSG00000043257,UP
ENSMUSG00000043311,UP
ENSMUSG00000043421,UP
ENSMUSG00000043424,UP
ENSMUSG00000043439,UP
ENSMUSG00000043572,UP
ENSMUSG00000043633,UP
ENSMUSG00000043801,UP
ENSMUSG00000043889,UP
ENSMUSG00000043895,UP
ENSMUSG00000043953,UP
ENSMUSG00000043993,UP
ENSMUSG00000044030,UP
ENSMUSG00000044042,UP
ENSMUSG00000044147,UP
ENSMUSG00000044231,UP
ENSMUSG00000044250,UP
ENSMUSG00000044254,UP
ENSMUSG00000044258,UP
ENSMUSG00000044317,UP
ENSMUSG00000044328,UP
ENSMUSG00000044345,UP
ENSMUSG00000044424,UP
ENSMUSG00000044468,UP
ENSMUSG00000044505,UP
ENSMUSG00000044562,UP
ENSMUSG00000044786,UP
ENSMUSG00000044811,UP
ENSMUSG00000045107,UP
ENSMUSG00000045282,UP
ENSMUSG00000045288,UP
ENSMUSG00000045294,UP
ENSMUSG00000045319,UP
ENSMUSG00000045377,UP
ENSMUSG00000045382,UP
ENSMUSG00000045435,UP
ENSMUSG00000045503,UP
ENSMUSG00000045551,UP
ENSMUSG00000045658,UP
ENSMUSG00000045664,UP
ENSMUSG00000045665,UP
ENSMUSG00000045672,UP
ENSMUSG00000045680,UP
ENSMUSG00000045690,UP
ENSMUSG00000045730,UP
ENSMUSG00000045775,UP
ENSMUSG00000045776,UP
ENSMUSG00000045917,UP
ENSMUSG00000045968,UP
ENSMUSG00000046070,UP
ENSMUSG00000046223,UP
ENSMUSG00000046330,UP
ENSMUSG00000046380,UP
ENSMUSG00000046402,UP
ENSMUSG00000046470,UP
ENSMUSG00000046546,UP
ENSMUSG00000046687,UP
ENSMUSG00000046727,UP
ENSMUSG00000046791,UP
ENSMUSG00000046792,UP
ENSMUSG00000046794,UP
ENSMUSG00000046814,UP
ENSMUSG00000046840,UP
ENSMUSG00000046959,UP
ENSMUSG00000047040,UP
ENSMUSG00000047067,UP
ENSMUSG00000047109,UP
ENSMUSG00000047260,UP
ENSMUSG00000047554,UP
ENSMUSG00000047676,UP
ENSMUSG00000047721,UP
ENSMUSG00000047787,UP
ENSMUSG00000047822,UP
ENSMUSG00000047824,UP
ENSMUSG00000047904,UP
ENSMUSG00000048087,UP
ENSMUSG00000048200,UP
ENSMUSG00000048217,UP
ENSMUSG00000048277,UP
ENSMUSG00000048482,UP
ENSMUSG00000048489,UP
ENSMUSG00000048731,UP
ENSMUSG00000048916,UP
ENSMUSG00000048921,UP
ENSMUSG00000048965,UP
ENSMUSG00000049037,UP
ENSMUSG00000049107,UP
ENSMUSG00000049285,UP
ENSMUSG00000049422,UP
ENSMUSG00000049493,UP
ENSMUSG00000049562,UP
ENSMUSG00000049580,UP
ENSMUSG00000049686,UP
ENSMUSG00000049721,UP
ENSMUSG00000049760,UP
ENSMUSG00000049866,UP
ENSMUSG00000049892,UP
ENSMUSG00000049907,UP
ENSMUSG00000049932,UP
ENSMUSG00000050069,UP
ENSMUSG00000050106,UP
ENSMUSG00000050234,UP
ENSMUSG00000050299,UP
ENSMUSG00000050428,UP
ENSMUSG00000050621,UP
ENSMUSG00000050705,UP
ENSMUSG00000050777,UP
ENSMUSG00000050914,UP
ENSMUSG00000050953,UP
ENSMUSG00000051118,UP
ENSMUSG00000051256,UP
ENSMUSG00000051439,UP
ENSMUSG00000051502,UP
ENSMUSG00000051510,UP
ENSMUSG00000051934,UP
ENSMUSG00000052270,UP
ENSMUSG00000052560,UP
ENSMUSG00000052684,UP
ENSMUSG00000052776,UP
ENSMUSG00000052837,UP
ENSMUSG00000053062,UP
ENSMUSG00000053137,UP
ENSMUSG00000053168,UP
ENSMUSG00000053175,UP
ENSMUSG00000053303,UP
ENSMUSG00000053461,UP
ENSMUSG00000053560,UP
ENSMUSG00000053646,UP
ENSMUSG00000053746,UP
ENSMUSG00000053801,UP
ENSMUSG00000054065,UP
ENSMUSG00000054428,UP
ENSMUSG00000054434,UP
ENSMUSG00000054499,UP
ENSMUSG00000054612,UP
ENSMUSG00000054675,UP
ENSMUSG00000054757,UP
ENSMUSG00000055041,UP
ENSMUSG00000055093,UP
ENSMUSG00000055148,UP
ENSMUSG00000055254,UP
ENSMUSG00000055452,UP
ENSMUSG00000055612,UP
ENSMUSG00000055818,UP
ENSMUSG00000055839,UP
ENSMUSG00000055866,UP
ENSMUSG00000055912,UP
ENSMUSG00000056054,UP
ENSMUSG00000056071,UP
ENSMUSG00000056313,UP
ENSMUSG00000056394,UP
ENSMUSG00000056608,UP
ENSMUSG00000056643,UP
ENSMUSG00000056708,UP
ENSMUSG00000056978,UP
ENSMUSG00000057036,UP
ENSMUSG00000057068,UP
ENSMUSG00000057074,UP
ENSMUSG00000057103,UP
ENSMUSG00000057132,UP
ENSMUSG00000057359,UP
ENSMUSG00000057411,UP
ENSMUSG00000057465,UP
ENSMUSG00000057604,UP
ENSMUSG00000057667,UP
ENSMUSG00000058076,UP
ENSMUSG00000058258,UP
ENSMUSG00000058267,UP
ENSMUSG00000058351,UP
ENSMUSG00000058443,UP
ENSMUSG00000058454,UP
ENSMUSG00000058603,UP
ENSMUSG00000058806,UP
ENSMUSG00000058818,UP
ENSMUSG00000058838,UP
ENSMUSG00000058922,UP
ENSMUSG00000058927,UP
ENSMUSG00000059040,UP
ENSMUSG00000059060,UP
ENSMUSG00000059070,UP
ENSMUSG00000059195,UP
ENSMUSG00000059325,UP
ENSMUSG00000059355,UP
ENSMUSG00000059743,UP
ENSMUSG00000059775,UP
ENSMUSG00000059791,UP
ENSMUSG00000059866,UP
ENSMUSG00000059970,UP
ENSMUSG00000059995,UP
ENSMUSG00000060019,UP
ENSMUSG00000060032,UP
ENSMUSG00000060063,UP
ENSMUSG00000060419,UP
ENSMUSG00000060613,UP
ENSMUSG00000060639,UP
ENSMUSG00000060675,UP
ENSMUSG00000060807,UP
ENSMUSG00000060950,UP
ENSMUSG00000060981,UP
ENSMUSG00000061104,UP
ENSMUSG00000061111,UP
ENSMUSG00000061132,UP
ENSMUSG00000061232,UP
ENSMUSG00000061286,UP
ENSMUSG00000061360,UP
ENSMUSG00000061540,UP
ENSMUSG00000061718,UP
ENSMUSG00000061825,UP
ENSMUSG00000061878,UP
ENSMUSG00000062006,UP
ENSMUSG00000062061,UP
ENSMUSG00000062110,UP
ENSMUSG00000062209,UP
ENSMUSG00000062353,UP
ENSMUSG00000062382,UP
ENSMUSG00000062410,UP
ENSMUSG00000062456,UP
ENSMUSG00000062563,UP
ENSMUSG00000062683,UP
ENSMUSG00000062785,UP
ENSMUSG00000062825,UP
ENSMUSG00000063060,UP
ENSMUSG00000063160,UP
ENSMUSG00000063415,UP
ENSMUSG00000063445,UP
ENSMUSG00000063524,UP
ENSMUSG00000063605,UP
ENSMUSG00000063623,UP
ENSMUSG00000063696,UP
ENSMUSG00000063714,UP
ENSMUSG00000063730,UP
ENSMUSG00000063739,UP
ENSMUSG00000063765,UP
ENSMUSG00000063919,UP
ENSMUSG00000064080,UP
ENSMUSG00000064193,UP
ENSMUSG00000066170,UP
ENSMUSG00000066315,UP
ENSMUSG00000066362,UP
ENSMUSG00000066407,UP
ENSMUSG00000066441,UP
ENSMUSG00000066640,UP
ENSMUSG00000066724,UP
ENSMUSG00000067038,UP
ENSMUSG00000067071,UP
ENSMUSG00000067121,UP
ENSMUSG00000067144,UP
ENSMUSG00000067161,UP
ENSMUSG00000067279,UP
ENSMUSG00000067288,UP
ENSMUSG00000067547,UP
ENSMUSG00000067656,UP
ENSMUSG00000067719,UP
ENSMUSG00000067787,UP
ENSMUSG00000067825,UP
ENSMUSG00000067847,UP
ENSMUSG00000067869,UP
ENSMUSG00000067870,UP
ENSMUSG00000067925,UP
ENSMUSG00000068083,UP
ENSMUSG00000068101,UP
ENSMUSG00000068220,UP
ENSMUSG00000068240,UP
ENSMUSG00000068264,UP
ENSMUSG00000068396,UP
ENSMUSG00000068566,UP
ENSMUSG00000068706,UP
ENSMUSG00000068735,UP
ENSMUSG00000068854,UP
ENSMUSG00000068856,UP
ENSMUSG00000068877,UP
ENSMUSG00000069008,UP
ENSMUSG00000069324,UP
ENSMUSG00000069682,UP
ENSMUSG00000069792,UP
ENSMUSG00000069919,UP
ENSMUSG00000069972,UP
ENSMUSG00000070332,UP
ENSMUSG00000070343,UP
ENSMUSG00000070368,UP
ENSMUSG00000070392,UP
ENSMUSG00000070394,UP
ENSMUSG00000070436,UP
ENSMUSG00000070462,UP
ENSMUSG00000070509,UP
ENSMUSG00000070720,UP
ENSMUSG00000070729,UP
ENSMUSG00000070960,UP
ENSMUSG00000071005,UP
ENSMUSG00000071041,UP
ENSMUSG00000071074,UP
ENSMUSG00000071076,UP
ENSMUSG00000071078,UP
ENSMUSG00000071451,UP
ENSMUSG00000071497,UP
ENSMUSG00000071551,UP
ENSMUSG00000071645,UP
ENSMUSG00000071652,UP
ENSMUSG00000071657,UP
ENSMUSG00000071723,UP
ENSMUSG00000072235,UP
ENSMUSG00000072494,UP
ENSMUSG00000072594,UP
ENSMUSG00000072612,UP
ENSMUSG00000072692,UP
ENSMUSG00000072694,UP
ENSMUSG00000072940,UP
ENSMUSG00000073002,UP
ENSMUSG00000073155,UP
ENSMUSG00000073418,UP
ENSMUSG00000073437,UP
ENSMUSG00000073468,UP
ENSMUSG00000073481,UP
ENSMUSG00000073600,UP
ENSMUSG00000073680,UP
ENSMUSG00000073684,UP
ENSMUSG00000073700,UP
ENSMUSG00000073758,UP
ENSMUSG00000073982,UP
ENSMUSG00000074024,UP
ENSMUSG00000074063,UP
ENSMUSG00000074115,UP
ENSMUSG00000074170,UP
ENSMUSG00000074183,UP
ENSMUSG00000074211,UP
ENSMUSG00000074227,UP
ENSMUSG00000074254,UP
ENSMUSG00000074336,UP
ENSMUSG00000074466,UP
ENSMUSG00000074529,UP
ENSMUSG00000074577,UP
ENSMUSG00000074623,UP
ENSMUSG00000074682,UP
ENSMUSG00000074743,UP
ENSMUSG00000074794,UP
ENSMUSG00000074800,UP
ENSMUSG00000074802,UP
ENSMUSG00000074825,UP
ENSMUSG00000075227,UP
ENSMUSG00000075419,UP
ENSMUSG00000075514,UP
ENSMUSG00000075543,UP
ENSMUSG00000075588,UP
ENSMUSG00000075591,UP
ENSMUSG00000075705,UP
ENSMUSG00000078126,UP
ENSMUSG00000078153,UP
ENSMUSG00000078193,UP
ENSMUSG00000078201,UP
ENSMUSG00000078202,UP
ENSMUSG00000078317,UP
ENSMUSG00000078570,UP
ENSMUSG00000078572,UP
ENSMUSG00000078588,UP
ENSMUSG00000078686,UP
ENSMUSG00000078695,UP
ENSMUSG00000078851,UP
ENSMUSG00000079003,UP
ENSMUSG00000079012,UP
ENSMUSG00000079037,UP
ENSMUSG00000079045,UP
ENSMUSG00000079227,UP
ENSMUSG00000079243,UP
ENSMUSG00000079283,UP
ENSMUSG00000079415,UP
ENSMUSG00000079429,UP
ENSMUSG00000079470,UP
ENSMUSG00000079491,UP
ENSMUSG00000079494,UP
ENSMUSG00000079507,UP
ENSMUSG00000079547,UP
ENSMUSG00000079592,UP
ENSMUSG00000079677,UP
ENSMUSG00000079710,UP
ENSMUSG00000079941,UP
ENSMUSG00000080776,UP
ENSMUSG00000080893,UP
ENSMUSG00000081051,UP
ENSMUSG00000081058,UP
ENSMUSG00000081094,UP
ENSMUSG00000081208,UP
ENSMUSG00000081221,UP
ENSMUSG00000081485,UP
ENSMUSG00000081895,UP
ENSMUSG00000082016,UP
ENSMUSG00000082100,UP
ENSMUSG00000082454,UP
ENSMUSG00000082575,UP
ENSMUSG00000083621,UP
ENSMUSG00000083716,UP
ENSMUSG00000083836,UP
ENSMUSG00000083992,UP
ENSMUSG00000084106,UP
ENSMUSG00000084384,UP
ENSMUSG00000084416,UP
ENSMUSG00000084817,UP
ENSMUSG00000084839,UP
ENSMUSG00000085001,UP
ENSMUSG00000085023,UP
ENSMUSG00000085105,UP
ENSMUSG00000085156,UP
ENSMUSG00000085189,UP
ENSMUSG00000085241,UP
ENSMUSG00000085436,UP
ENSMUSG00000085445,UP
ENSMUSG00000085651,UP
ENSMUSG00000085834,UP
ENSMUSG00000085890,UP
ENSMUSG00000085894,UP
ENSMUSG00000086010,UP
ENSMUSG00000086040,UP
ENSMUSG00000086245,UP
ENSMUSG00000086265,UP
ENSMUSG00000086320,UP
ENSMUSG00000086714,UP
ENSMUSG00000086765,UP
ENSMUSG00000086784,UP
ENSMUSG00000086859,UP
ENSMUSG00000087002,UP
ENSMUSG00000087006,UP
ENSMUSG00000087165,UP
ENSMUSG00000087213,UP
ENSMUSG00000087412,UP
ENSMUSG00000087679,UP
ENSMUSG00000089665,UP
ENSMUSG00000089712,UP
ENSMUSG00000089762,UP
ENSMUSG00000089844,UP
ENSMUSG00000089943,UP
ENSMUSG00000090038,UP
ENSMUSG00000090124,UP
ENSMUSG00000090165,UP
ENSMUSG00000090264,UP
ENSMUSG00000090523,UP
ENSMUSG00000090555,UP
ENSMUSG00000090622,UP
ENSMUSG00000090698,UP
ENSMUSG00000090925,UP
ENSMUSG00000090958,UP
ENSMUSG00000091021,UP
ENSMUSG00000091050,UP
ENSMUSG00000091119,UP
ENSMUSG00000091478,UP
ENSMUSG00000091811,UP
ENSMUSG00000091845,UP
ENSMUSG00000091957,UP
ENSMUSG00000091971,UP
ENSMUSG00000092006,UP
ENSMUSG00000092021,UP
ENSMUSG00000092035,UP
ENSMUSG00000092075,UP
ENSMUSG00000092187,UP
ENSMUSG00000092203,UP
ENSMUSG00000092274,UP
ENSMUSG00000092471,UP
ENSMUSG00000093577,UP
ENSMUSG00000093593,UP
ENSMUSG00000093661,UP
ENSMUSG00000093674,UP
ENSMUSG00000093930,UP
ENSMUSG00000094156,UP
ENSMUSG00000094388,UP
ENSMUSG00000094446,UP
ENSMUSG00000094683,UP
ENSMUSG00000094800,UP
ENSMUSG00000095061,UP
ENSMUSG00000095098,UP
ENSMUSG00000095588,UP
ENSMUSG00000095597,UP
ENSMUSG00000096006,UP
ENSMUSG00000096215,UP
ENSMUSG00000096370,UP
ENSMUSG00000096592,UP
ENSMUSG00000096727,UP
ENSMUSG00000096935,UP
ENSMUSG00000096942,UP
ENSMUSG00000096979,UP
ENSMUSG00000096990,UP
ENSMUSG00000097006,UP
ENSMUSG00000097062,UP
ENSMUSG00000097167,UP
ENSMUSG00000097204,UP
ENSMUSG00000097224,UP
ENSMUSG00000097318,UP
ENSMUSG00000097321,UP
ENSMUSG00000097327,UP
ENSMUSG00000097328,UP
ENSMUSG00000097426,UP
ENSMUSG00000097445,UP
ENSMUSG00000097503,UP
ENSMUSG00000097542,UP
ENSMUSG00000097815,UP
ENSMUSG00000097867,UP
ENSMUSG00000097989,UP
ENSMUSG00000097994,UP
ENSMUSG00000098050,UP
ENSMUSG00000098178,UP
ENSMUSG00000098274,UP
ENSMUSG00000098306,UP
ENSMUSG00000098708,UP
ENSMUSG00000099032,UP
ENSMUSG00000099707,UP
ENSMUSG00000099927,UP
ENSMUSG00000100017,UP
ENSMUSG00000100075,UP
ENSMUSG00000100277,UP
ENSMUSG00000100680,UP
ENSMUSG00000100801,UP
ENSMUSG00000101188,UP
ENSMUSG00000101795,UP
ENSMUSG00000102095,UP
ENSMUSG00000102101,UP
ENSMUSG00000102752,UP
ENSMUSG00000102758,UP
ENSMUSG00000103039,UP
ENSMUSG00000103313,UP
ENSMUSG00000103436,UP
ENSMUSG00000103653,UP
ENSMUSG00000103703,UP
ENSMUSG00000103711,UP
ENSMUSG00000103906,UP
ENSMUSG00000104445,UP
ENSMUSG00000104523,UP
ENSMUSG00000104528,UP
ENSMUSG00000105509,UP
ENSMUSG00000105703,UP
ENSMUSG00000105987,UP
ENSMUSG00000106019,UP
ENSMUSG00000106037,UP
ENSMUSG00000106535,UP
ENSMUSG00000107121,UP
ENSMUSG00000107176,UP
ENSMUSG00000107331,UP
ENSMUSG00000107369,UP
ENSMUSG00000107383,UP
ENSMUSG00000107879,UP
ENSMUSG00000107994,UP
ENSMUSG00000108298,UP
ENSMUSG00000108435,UP
ENSMUSG00000108443,UP
ENSMUSG00000108591,UP
ENSMUSG00000108799,UP
ENSMUSG00000109168,UP
ENSMUSG00000109325,UP
ENSMUSG00000109587,UP
ENSMUSG00000109904,UP
ENSMUSG00000109926,UP
ENSMUSG00000110057,UP
ENSMUSG00000110156,UP
ENSMUSG00000110234,UP
ENSMUSG00000110350,UP
ENSMUSG00000110386,UP
ENSMUSG00000110588,UP
ENSMUSG00000110750,UP
ENSMUSG00000110755,UP
ENSMUSG00000110841,UP
ENSMUSG00000110949,UP
ENSMUSG00000111013,UP
ENSMUSG00000111394,UP
ENSMUSG00000111403,UP
ENSMUSG00000111771,UP
ENSMUSG00000112249,UP
ENSMUSG00000112294,UP
ENSMUSG00000112388,UP
ENSMUSG00000112693,UP
ENSMUSG00000112825,UP
ENSMUSG00000113175,UP
ENSMUSG00000113622,UP
ENSMUSG00000113630,UP
ENSMUSG00000113637,UP
ENSMUSG00000113902,UP
ENSMUSG00000113948,UP
ENSMUSG00000114003,UP
ENSMUSG00000114133,UP
ENSMUSG00000114687,UP
ENSMUSG00000115219,UP
ENSMUSG00000115338,UP
ENSMUSG00000115388,UP
ENSMUSG00000115946,UP
ENSMUSG00000116846,UP
ENSMUSG00000116903,UP
ENSMUSG00000117621,UP
ENSMUSG00000117679,UP
ENSMUSG00000117814,UP
ENSMUSG00000117879,UP
ENSMUSG00000117975,UP
